Bericht:;Strom;;;;;;;;;;;;;;;;;;;;
von;01.01.2019 00:00;;;;;;;;;;;;;;;;;;;;
bis;01.01.2020 00:00;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;P1_H4_EDA;P4_H4_EDA;Z1_Bad_H4_EDA;Z1_RLT_H4_EDA;Z1_TWW_H4_EDA;Z_EV_H4_EDA;Z_H4_EDA;;;
2019;1;1;Dienstag;1;Di 01.01.19;03:30;3;1;01.01.2019 03:30;01.01.2019 03:45;;0,07;0;0;2;5;32;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;03:45;3;1;01.01.2019 03:45;01.01.2019 04:00;;0,06;0;0;3;6;19;28;;;
2019;1;1;Dienstag;1;Di 01.01.19;04:00;4;1;01.01.2019 04:00;01.01.2019 04:15;;0,06;0;0;2;5;30;38;;;
2019;1;1;Dienstag;1;Di 01.01.19;04:15;4;1;01.01.2019 04:15;01.01.2019 04:30;;0,06;0;0;2;5;35;43;;;
2019;1;1;Dienstag;1;Di 01.01.19;04:30;4;1;01.01.2019 04:30;01.01.2019 04:45;;0,07;0;0;3;6;22;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;04:45;4;1;01.01.2019 04:45;01.01.2019 05:00;;0,06;0;0;2;5;25;34;;;
2019;1;1;Dienstag;1;Di 01.01.19;05:00;5;1;01.01.2019 05:00;01.01.2019 05:15;;0,06;0;0;2;6;35;43;;;
2019;1;1;Dienstag;1;Di 01.01.19;05:15;5;1;01.01.2019 05:15;01.01.2019 05:30;;0,06;0;0;2;5;26;34;;;
2019;1;1;Dienstag;1;Di 01.01.19;05:30;5;1;01.01.2019 05:30;01.01.2019 05:45;;0,07;0;0;3;5;21;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;05:45;5;1;01.01.2019 05:45;01.01.2019 06:00;;0,06;0;0;2;6;35;43;;;
2019;1;1;Dienstag;1;Di 01.01.19;06:00;6;1;01.01.2019 06:00;01.01.2019 06:15;;0,06;0,03;0;2;6;29;38;;;
2019;1;1;Dienstag;1;Di 01.01.19;06:15;6;1;01.01.2019 06:15;01.01.2019 06:30;;0,06;0,06;0;3;106;19;128;;;
2019;1;1;Dienstag;1;Di 01.01.19;06:30;6;1;01.01.2019 06:30;01.01.2019 06:45;;0,07;0,06;0;2;74;32;110;;;
2019;1;1;Dienstag;1;Di 01.01.19;06:45;6;1;01.01.2019 06:45;01.01.2019 07:00;;0,06;0,07;0;2;7;35;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;07:00;7;1;01.01.2019 07:00;01.01.2019 07:15;;0,06;0,06;0;3;7;29;39;;;
2019;1;1;Dienstag;1;Di 01.01.19;07:15;7;1;01.01.2019 07:15;01.01.2019 07:30;;0,06;0,06;0;2;6;20;29;;;
2019;1;1;Dienstag;1;Di 01.01.19;07:30;7;1;01.01.2019 07:30;01.01.2019 07:45;;0,07;0,06;0;2;7;22;33;;;
2019;1;1;Dienstag;1;Di 01.01.19;07:45;7;1;01.01.2019 07:45;01.01.2019 08:00;;0,06;0,07;0;3;7;35;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;08:00;8;1;01.01.2019 08:00;01.01.2019 08:15;;0,06;0,06;0;2;7;32;42;;;
2019;1;1;Dienstag;1;Di 01.01.19;08:15;8;1;01.01.2019 08:15;01.01.2019 08:30;;0,06;0,06;0;2;7;20;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;08:30;8;1;01.01.2019 08:30;01.01.2019 08:45;;0,07;0,06;0;3;107;29;140;;;
2019;1;1;Dienstag;1;Di 01.01.19;08:45;8;1;01.01.2019 08:45;01.01.2019 09:00;;0,06;0,07;0;2;51;35;89;;;
2019;1;1;Dienstag;1;Di 01.01.19;09:00;9;1;01.01.2019 09:00;01.01.2019 09:15;;0,06;0,06;0;2;7;22;32;;;
2019;1;1;Dienstag;1;Di 01.01.19;09:15;9;1;01.01.2019 09:15;01.01.2019 09:30;;0,06;0,06;0;2;6;26;34;;;
2019;1;1;Dienstag;1;Di 01.01.19;09:30;9;1;01.01.2019 09:30;01.01.2019 09:45;;0,07;0,06;0;3;7;34;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;09:45;9;1;01.01.2019 09:45;01.01.2019 10:00;;0,06;0,07;0;2;7;27;37;;;
2019;1;1;Dienstag;1;Di 01.01.19;10:00;10;1;01.01.2019 10:00;01.01.2019 10:15;;0,06;0,06;0;2;7;21;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;10:15;10;1;01.01.2019 10:15;01.01.2019 10:30;;0,06;0,06;0;3;7;35;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;10:30;10;1;01.01.2019 10:30;01.01.2019 10:45;;0,07;0,06;0;2;7;36;46;;;
2019;1;1;Dienstag;1;Di 01.01.19;10:45;10;1;01.01.2019 10:45;01.01.2019 11:00;;0,06;0,07;0;2;7;28;38;;;
2019;1;1;Dienstag;1;Di 01.01.19;11:00;11;1;01.01.2019 11:00;01.01.2019 11:15;;0,06;0,06;0;3;119;18;141;;;
2019;1;1;Dienstag;1;Di 01.01.19;11:15;11;1;01.01.2019 11:15;01.01.2019 11:30;;0,06;0,06;0;2;51;21;75;;;
2019;1;1;Dienstag;1;Di 01.01.19;11:30;11;1;01.01.2019 11:30;01.01.2019 11:45;;0,07;0,06;0;2;7;36;46;;;
2019;1;1;Dienstag;1;Di 01.01.19;11:45;11;1;01.01.2019 11:45;01.01.2019 12:00;;0,06;0,07;0;3;7;34;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;12:00;12;1;01.01.2019 12:00;01.01.2019 12:15;;0,06;0,06;0;2;7;19;29;;;
2019;1;1;Dienstag;1;Di 01.01.19;12:15;12;1;01.01.2019 12:15;01.01.2019 12:30;;0,06;0,06;0;2;8;27;37;;;
2019;1;1;Dienstag;1;Di 01.01.19;12:30;12;1;01.01.2019 12:30;01.01.2019 12:45;;0,07;0,06;0;3;7;35;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;12:45;12;1;01.01.2019 12:45;01.01.2019 13:00;;0,06;0,07;0;2;7;24;34;;;
2019;1;1;Dienstag;1;Di 01.01.19;13:00;13;1;01.01.2019 13:00;01.01.2019 13:15;;0,06;0,06;0;2;6;22;32;;;
2019;1;1;Dienstag;1;Di 01.01.19;13:15;13;1;01.01.2019 13:15;01.01.2019 13:30;;0,06;0,06;0;3;7;35;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;13:30;13;1;01.01.2019 13:30;01.01.2019 13:45;;0,07;0,06;0;2;50;28;81;;;
2019;1;1;Dienstag;1;Di 01.01.19;13:45;13;1;01.01.2019 13:45;01.01.2019 14:00;;0,06;0,07;0;2;122;20;145;;;
2019;1;1;Dienstag;1;Di 01.01.19;14:00;14;1;01.01.2019 14:00;01.01.2019 14:15;;0,06;0,06;0;3;7;34;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;14:15;14;1;01.01.2019 14:15;01.01.2019 14:30;;0,06;0,06;0;2;7;31;42;;;
2019;1;1;Dienstag;1;Di 01.01.19;14:30;14;1;01.01.2019 14:30;01.01.2019 14:45;;0,07;0,06;0;3;7;20;29;;;
2019;1;1;Dienstag;1;Di 01.01.19;14:45;14;1;01.01.2019 14:45;01.01.2019 15:00;;0,06;0,07;0;2;7;30;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;15:00;15;1;01.01.2019 15:00;01.01.2019 15:15;;0,06;0,06;0;2;7;34;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;15:15;15;1;01.01.2019 15:15;01.01.2019 15:30;;0,06;0,06;0;3;7;35;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;15:30;15;1;01.01.2019 15:30;01.01.2019 15:45;;0,07;0,06;0;2;7;19;29;;;
2019;1;1;Dienstag;1;Di 01.01.19;15:45;15;1;01.01.2019 15:45;01.01.2019 16:00;;0,06;0,07;0;2;8;20;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;16:00;16;1;01.01.2019 16:00;01.01.2019 16:15;;0,06;0,06;0;3;7;30;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;16:15;16;1;01.01.2019 16:15;01.01.2019 16:30;;0,06;0,06;0;2;29;35;67;;;
2019;1;1;Dienstag;1;Di 01.01.19;16:30;16;1;01.01.2019 16:30;01.01.2019 16:45;;0,07;0,06;0;2;130;25;159;;;
2019;1;1;Dienstag;1;Di 01.01.19;16:45;16;1;01.01.2019 16:45;01.01.2019 17:00;;0,06;0,07;0;3;7;19;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;17:00;17;1;01.01.2019 17:00;01.01.2019 17:15;;0,06;0,06;0;2;7;35;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;17:15;17;1;01.01.2019 17:15;01.01.2019 17:30;;0,06;0,06;0;2;7;30;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;17:30;17;1;01.01.2019 17:30;01.01.2019 17:45;;0,07;0,06;0;3;7;20;30;;;
2019;1;1;Dienstag;1;Di 01.01.19;17:45;17;1;01.01.2019 17:45;01.01.2019 18:00;;0,06;0,07;0;2;7;31;41;;;
2019;1;1;Dienstag;1;Di 01.01.19;18:00;18;1;01.01.2019 18:00;01.01.2019 18:15;;0,06;0,06;0;2;6;36;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;18:15;18;1;01.01.2019 18:15;01.01.2019 18:30;;0,06;0,06;0;3;7;23;33;;;
2019;1;1;Dienstag;1;Di 01.01.19;18:30;18;1;01.01.2019 18:30;01.01.2019 18:45;;0,07;0,06;0;2;7;29;39;;;
2019;1;1;Dienstag;1;Di 01.01.19;18:45;18;1;01.01.2019 18:45;01.01.2019 19:00;;0,06;0,07;0;2;7;36;46;;;
2019;1;1;Dienstag;1;Di 01.01.19;19:00;19;1;01.01.2019 19:00;01.01.2019 19:15;;0,06;0,06;0;3;67;27;96;;;
2019;1;1;Dienstag;1;Di 01.01.19;19:15;19;1;01.01.2019 19:15;01.01.2019 19:30;;0,06;0,06;0;2;107;23;135;;;
2019;1;1;Dienstag;1;Di 01.01.19;19:30;19;1;01.01.2019 19:30;01.01.2019 19:45;;0,07;0,06;0;2;7;36;46;;;
2019;1;1;Dienstag;1;Di 01.01.19;19:45;19;1;01.01.2019 19:45;01.01.2019 20:00;;0,06;0,07;0;3;7;37;45;;;
2019;1;1;Dienstag;1;Di 01.01.19;20:00;20;1;01.01.2019 20:00;01.01.2019 20:15;;0,06;0,06;0;3;6;27;38;;;
2019;1;1;Dienstag;1;Di 01.01.19;20:15;20;1;01.01.2019 20:15;01.01.2019 20:30;;0,06;0,06;0;2;7;21;31;;;
2019;1;1;Dienstag;1;Di 01.01.19;20:30;20;1;01.01.2019 20:30;01.01.2019 20:45;;0,07;0,06;0;3;7;23;34;;;
2019;1;1;Dienstag;1;Di 01.01.19;20:45;20;1;01.01.2019 20:45;01.01.2019 21:00;;0,06;0,07;0;3;7;38;48;;;
2019;1;1;Dienstag;1;Di 01.01.19;21:00;21;1;01.01.2019 21:00;01.01.2019 21:15;;0,06;0,06;0;3;6;34;44;;;
2019;1;1;Dienstag;1;Di 01.01.19;21:15;21;1;01.01.2019 21:15;01.01.2019 21:30;;0,06;0,06;0;3;7;21;31;;;
2019;1;1;Dienstag;1;Di 01.01.19;21:30;21;1;01.01.2019 21:30;01.01.2019 21:45;;0,07;0,06;0;3;7;30;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;21:45;21;1;01.01.2019 21:45;01.01.2019 22:00;;0,06;0,07;0;3;43;37;84;;;
2019;1;1;Dienstag;1;Di 01.01.19;22:00;22;1;01.01.2019 22:00;01.01.2019 22:15;;0,06;0,03;0;2;111;25;140;;;
2019;1;1;Dienstag;1;Di 01.01.19;22:15;22;1;01.01.2019 22:15;01.01.2019 22:30;;0,06;0;0;2;5;23;31;;;
2019;1;1;Dienstag;1;Di 01.01.19;22:30;22;1;01.01.2019 22:30;01.01.2019 22:45;;0,07;0;0;3;6;35;43;;;
2019;1;1;Dienstag;1;Di 01.01.19;22:45;22;1;01.01.2019 22:45;01.01.2019 23:00;;0,06;0;0;2;5;27;36;;;
2019;1;1;Dienstag;1;Di 01.01.19;23:00;23;1;01.01.2019 23:00;01.01.2019 23:15;;0,06;0;0;2;5;19;27;;;
2019;1;1;Dienstag;1;Di 01.01.19;23:15;23;1;01.01.2019 23:15;01.01.2019 23:30;;0,06;0;0;3;6;35;43;;;
2019;1;1;Dienstag;1;Di 01.01.19;23:30;23;1;01.01.2019 23:30;01.01.2019 23:45;;0,07;0;0;2;5;32;40;;;
2019;1;1;Dienstag;1;Di 01.01.19;23:45;23;1;01.01.2019 23:45;02.01.2019 00:00;;0,06;0;0;2;6;19;27;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;00:00;0;1;02.01.2019 00:00;02.01.2019 00:15;;0,06;0;0;3;5;29;38;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;00:15;0;1;02.01.2019 00:15;02.01.2019 00:30;;0,06;0;0;2;6;34;42;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;00:30;0;1;02.01.2019 00:30;02.01.2019 00:45;;0,07;0;0;2;5;34;42;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;00:45;0;1;02.01.2019 00:45;02.01.2019 01:00;;0,06;0;0;3;5;18;27;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;01:00;1;1;02.01.2019 01:00;02.01.2019 01:15;;0,06;0;0;2;5;19;26;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;01:15;1;1;02.01.2019 01:15;02.01.2019 01:30;;0,06;0;0;2;5;31;39;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;01:30;1;1;02.01.2019 01:30;02.01.2019 01:45;;0,07;0;0;3;6;34;43;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;01:45;1;1;02.01.2019 01:45;02.01.2019 02:00;;0,06;0;0;2;5;25;34;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;02:00;2;1;02.01.2019 02:00;02.01.2019 02:15;;0,06;0;0;2;6;22;30;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;02:15;2;1;02.01.2019 02:15;02.01.2019 02:30;;0,06;0;0;3;6;35;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;02:30;2;1;02.01.2019 02:30;02.01.2019 02:45;;0,07;0;0;2;5;30;39;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;02:45;2;1;02.01.2019 02:45;02.01.2019 03:00;;0,06;0;0;2;6;20;28;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;03:00;3;1;02.01.2019 03:00;02.01.2019 03:15;;0,06;0;0;3;6;33;41;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;03:15;3;1;02.01.2019 03:15;02.01.2019 03:30;;0,06;0;0;2;5;34;42;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;03:30;3;1;02.01.2019 03:30;02.01.2019 03:45;;0,07;0;0;2;6;20;29;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;03:45;3;1;02.01.2019 03:45;02.01.2019 04:00;;0,06;0;0;3;6;28;37;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;04:00;4;1;02.01.2019 04:00;02.01.2019 04:15;;0,06;0;0;2;5;34;43;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;04:15;4;1;02.01.2019 04:15;02.01.2019 04:30;;0,06;0;0;2;6;24;31;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;04:30;4;1;02.01.2019 04:30;02.01.2019 04:45;;0,07;0;0;3;5;22;31;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;04:45;4;1;02.01.2019 04:45;02.01.2019 05:00;;0,06;0;0;2;6;34;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;05:00;5;1;02.01.2019 05:00;02.01.2019 05:15;;0,06;0;0;2;6;36;43;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;05:15;5;1;02.01.2019 05:15;02.01.2019 05:30;;0,06;0;0;3;5;25;34;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;05:30;5;1;02.01.2019 05:30;02.01.2019 05:45;;0,07;0;0;2;6;19;27;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;05:45;5;1;02.01.2019 05:45;02.01.2019 06:00;;0,06;0;0;3;5;27;36;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;06:00;6;1;02.01.2019 06:00;02.01.2019 06:15;;0,06;0,03;0;2;7;34;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;06:15;6;1;02.01.2019 06:15;02.01.2019 06:30;;0,06;0,06;0;2;109;28;140;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;06:30;6;1;02.01.2019 06:30;02.01.2019 06:45;;0,07;0,06;0;3;106;19;130;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;06:45;6;1;02.01.2019 06:45;02.01.2019 07:00;;0,06;0,07;0;2;7;35;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;07:00;7;1;02.01.2019 07:00;02.01.2019 07:15;;0,06;0,06;0;3;8;32;43;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;07:15;7;1;02.01.2019 07:15;02.01.2019 07:30;;0,06;0,06;0;2;7;21;30;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;07:30;7;1;02.01.2019 07:30;02.01.2019 07:45;;0,07;0,06;0;2;7;30;41;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;07:45;7;1;02.01.2019 07:45;02.01.2019 08:00;;0,06;0,07;0;3;7;35;45;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;08:00;8;1;02.01.2019 08:00;02.01.2019 08:15;;0,06;0,06;0;2;7;22;31;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;08:15;8;1;02.01.2019 08:15;02.01.2019 08:30;;0,06;0,06;0;2;9;25;38;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;08:30;8;1;02.01.2019 08:30;02.01.2019 08:45;;0,07;0,06;0;3;144;35;183;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;08:45;8;1;02.01.2019 08:45;02.01.2019 09:00;;0,06;0,07;0;2;37;27;67;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;09:00;9;1;02.01.2019 09:00;02.01.2019 09:15;;0,06;0,06;0;2;7;20;29;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;09:15;9;1;02.01.2019 09:15;02.01.2019 09:30;;0,06;0,06;0;3;7;35;46;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;09:30;9;1;02.01.2019 09:30;02.01.2019 09:45;;0,07;0,06;0;2;8;36;46;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;09:45;9;1;02.01.2019 09:45;02.01.2019 10:00;;0,06;0,07;0;2;7;27;37;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;10:00;10;1;02.01.2019 10:00;02.01.2019 10:15;;0,06;0,06;0;2;7;20;29;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;10:15;10;1;02.01.2019 10:15;02.01.2019 10:30;;0,06;0,06;0;3;7;23;34;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;10:30;10;1;02.01.2019 10:30;02.01.2019 10:45;;0,07;0,06;0;2;7;35;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;10:45;10;1;02.01.2019 10:45;02.01.2019 11:00;;0,06;0,07;0;3;7;30;41;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;11:00;11;1;02.01.2019 11:00;02.01.2019 11:15;;0,06;0,06;0;2;7;20;29;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;11:15;11;1;02.01.2019 11:15;02.01.2019 11:30;;0,06;0,06;0;2;53;31;88;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;11:30;11;1;02.01.2019 11:30;02.01.2019 11:45;;0,07;0,06;0;3;115;35;153;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;11:45;11;1;02.01.2019 11:45;02.01.2019 12:00;;0,06;0,07;0;2;7;34;45;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;12:00;12;1;02.01.2019 12:00;02.01.2019 12:15;;0,06;0,06;0;2;7;35;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;12:15;12;1;02.01.2019 12:15;02.01.2019 12:30;;0,06;0,06;0;3;7;33;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;12:30;12;1;02.01.2019 12:30;02.01.2019 12:45;;0,07;0,06;0;2;7;34;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;12:45;12;1;02.01.2019 12:45;02.01.2019 13:00;;0,06;0,07;0;2;7;35;45;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;13:00;13;1;02.01.2019 13:00;02.01.2019 13:15;;0,06;0,06;0;3;8;34;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;13:15;13;1;02.01.2019 13:15;02.01.2019 13:30;;0,06;0,06;0;2;7;34;43;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;13:30;13;1;02.01.2019 13:30;02.01.2019 13:45;;0,07;0,06;0;2;7;34;44;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;13:45;13;1;02.01.2019 13:45;02.01.2019 14:00;;0,06;0,07;0;2;26;34;64;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;14:00;14;1;02.01.2019 14:00;02.01.2019 14:15;;0,06;0,06;0;3;144;35;183;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;14:15;14;1;02.01.2019 14:15;02.01.2019 14:30;;0,06;0,06;0;2;12;73;87;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;14:30;14;1;02.01.2019 14:30;02.01.2019 14:45;;0,07;0,06;0;2;7;79;90;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;14:45;14;1;02.01.2019 14:45;02.01.2019 15:00;;0,06;0,07;0;3;7;50;60;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;15:00;15;1;02.01.2019 15:00;02.01.2019 15:15;;0,06;0,06;0;2;8;39;49;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;15:15;15;1;02.01.2019 15:15;02.01.2019 15:30;;0,06;0,06;0;2;7;37;47;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;15:30;15;1;02.01.2019 15:30;02.01.2019 15:45;;0,07;0,06;0;3;7;37;47;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;15:45;15;1;02.01.2019 15:45;02.01.2019 16:00;;0,06;0,07;0;2;7;36;46;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;16:00;16;1;02.01.2019 16:00;02.01.2019 16:15;;0,06;0,06;0;2;97;22;123;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;16:15;16;1;02.01.2019 16:15;02.01.2019 16:30;;0,06;0,06;0;3;56;26;84;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;16:30;16;1;02.01.2019 16:30;02.01.2019 16:45;;0,07;0,06;0;2;7;70;80;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;16:45;16;1;02.01.2019 16:45;02.01.2019 17:00;;0,06;0,07;0;2;7;138;148;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;17:00;17;1;02.01.2019 17:00;02.01.2019 17:15;;0,06;0,06;0;3;7;57;68;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;17:15;17;1;02.01.2019 17:15;02.01.2019 17:30;;0,06;0,06;0;2;7;544;554;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;17:30;17;1;02.01.2019 17:30;02.01.2019 17:45;;0,07;0,06;0;2;7;375;385;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;17:45;17;1;02.01.2019 17:45;02.01.2019 18:00;;0,06;0,07;0;3;7;98;107;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;18:00;18;1;02.01.2019 18:00;02.01.2019 18:15;;0,06;0,06;0;2;7;92;103;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;18:15;18;1;02.01.2019 18:15;02.01.2019 18:30;;0,06;0,06;0;2;44;99;145;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;18:30;18;1;02.01.2019 18:30;02.01.2019 18:45;;0,07;0,06;0;3;120;414;538;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;18:45;18;1;02.01.2019 18:45;02.01.2019 19:00;;0,06;0,07;0;2;7;333;343;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;19:00;19;1;02.01.2019 19:00;02.01.2019 19:15;;0,06;0,06;0;2;6;299;308;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;19:15;19;1;02.01.2019 19:15;02.01.2019 19:30;;0,06;0,06;0;2;6;295;305;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;19:30;19;1;02.01.2019 19:30;02.01.2019 19:45;;0,07;0,06;0;3;7;93;102;;;
2019;1;1;Mittwoch;2;Mi 02.01.19;19:45;19;1;02.01.2019 19:45;02.01.2019 20:00;;0,06;0,07;0;2;6;83;92;;;
