Bericht:;Strom;;;;;;;;;;;;;;;;;;;;
von;01.01.2020 00:00;;;;;;;;;;;;;;;;;;;;
bis;01.01.2021 00:00;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;P4_H8_EDA;P1_H8_EDA;Z1_Bad_H8_EDA;Z1_RLT_H8_EDA;Z1_TWW_H8_EDA;Z_EV_H8_EDA;Z_H8_EDA;Z_EA_H8_EDA;;
Jahr;Monat;KW;Wo-Tag;Tag;;Uhrzeit;Stunden;Minuten;Startzeit;Endezeit;;h;h;Wh;Wh;Wh;Wh;Wh;Wh;;
;;;;;;;;;43.831,00;44.197,00; Summe ;2.168,44;860,18;2.589,00;71.069,00;1.342.913,00;3.480.987,00;5.063.331,00; -     ; -     ; -     
2020;5;18;Freitag;1;Fr 01.05.20;04:30;4;5;01.05.2020 04:30;01.05.2020 04:45;;0,06;0;0;2;5;57;69;;;
2020;5;18;Freitag;1;Fr 01.05.20;04:45;4;5;01.05.2020 04:45;01.05.2020 05:00;;0,07;0;0;2;5;51;63;;;
2020;5;18;Freitag;1;Fr 01.05.20;05:00;5;5;01.05.2020 05:00;01.05.2020 05:15;;0,06;0,03;0;1;6;52;63;;;
2020;5;18;Freitag;1;Fr 01.05.20;05:15;5;5;01.05.2020 05:15;01.05.2020 05:30;;0,06;0,04;0;2;6;62;75;;;
2020;5;18;Freitag;1;Fr 01.05.20;05:30;5;5;01.05.2020 05:30;01.05.2020 05:45;;0,06;0,02;0;2;7;56;69;;;
2020;5;18;Freitag;1;Fr 01.05.20;05:45;5;5;01.05.2020 05:45;01.05.2020 06:00;;0,07;0,04;0;2;6;51;64;;;
2020;5;18;Freitag;1;Fr 01.05.20;06:00;6;5;01.05.2020 06:00;01.05.2020 06:15;;0,06;0,03;0;2;28;63;98;;;
2020;5;18;Freitag;1;Fr 01.05.20;06:15;6;5;01.05.2020 06:15;01.05.2020 06:30;;0,06;0,03;0;2;130;53;189;;;
2020;5;18;Freitag;1;Fr 01.05.20;06:30;6;5;01.05.2020 06:30;01.05.2020 06:45;;0,06;0,03;0;2;136;56;199;;;
2020;5;18;Freitag;1;Fr 01.05.20;06:45;6;5;01.05.2020 06:45;01.05.2020 07:00;;0,07;0,03;0;1;56;57;120;;;
2020;5;18;Freitag;1;Fr 01.05.20;07:00;7;5;01.05.2020 07:00;01.05.2020 07:15;;0,06;0,03;0;2;6;56;68;;;
2020;5;18;Freitag;1;Fr 01.05.20;07:15;7;5;01.05.2020 07:15;01.05.2020 07:30;;0,06;0,04;0;2;7;56;69;;;
2020;5;18;Freitag;1;Fr 01.05.20;07:30;7;5;01.05.2020 07:30;01.05.2020 07:45;;0,06;0,02;0;2;37;52;96;;;
2020;5;18;Freitag;1;Fr 01.05.20;07:45;7;5;01.05.2020 07:45;01.05.2020 08:00;;0,07;0,04;0;2;139;66;213;;;
2020;5;18;Freitag;1;Fr 01.05.20;08:00;8;5;01.05.2020 08:00;01.05.2020 08:15;;0,06;0,03;0;2;78;49;133;;;
2020;5;18;Freitag;1;Fr 01.05.20;08:15;8;5;01.05.2020 08:15;01.05.2020 08:30;;0,06;0,03;0;1;6;53;65;;;
2020;5;18;Freitag;1;Fr 01.05.20;08:30;8;5;01.05.2020 08:30;01.05.2020 08:45;;0,06;0,03;0;2;43;64;114;;;
2020;5;18;Freitag;1;Fr 01.05.20;08:45;8;5;01.05.2020 08:45;01.05.2020 09:00;;0,07;0,03;0;2;144;53;204;;;
2020;5;18;Freitag;1;Fr 01.05.20;09:00;9;5;01.05.2020 09:00;01.05.2020 09:15;;0,06;0,03;0;2;149;52;209;;;
2020;5;18;Freitag;1;Fr 01.05.20;09:15;9;5;01.05.2020 09:15;01.05.2020 09:30;;0,06;0,04;0;2;154;60;221;;;
2020;5;18;Freitag;1;Fr 01.05.20;09:30;9;5;01.05.2020 09:30;01.05.2020 09:45;;0,06;0,02;0;2;158;62;228;;;
2020;5;18;Freitag;1;Fr 01.05.20;09:45;9;5;01.05.2020 09:45;01.05.2020 10:00;;0,07;0,04;0;2;94;45;146;;;
2020;5;18;Freitag;1;Fr 01.05.20;10:00;10;5;01.05.2020 10:00;01.05.2020 10:15;;0,06;0,03;0;1;6;113;125;;;
2020;5;18;Freitag;1;Fr 01.05.20;10:15;10;5;01.05.2020 10:15;01.05.2020 10:30;;0,06;0,03;0;2;7;185;198;;;
2020;5;18;Freitag;1;Fr 01.05.20;10:30;10;5;01.05.2020 10:30;01.05.2020 10:45;;0,06;0,03;0;2;6;400;412;;;
2020;5;18;Freitag;1;Fr 01.05.20;10:45;10;5;01.05.2020 10:45;01.05.2020 11:00;;0,07;0,03;0;1;7;274;287;;;
2020;5;18;Freitag;1;Fr 01.05.20;11:00;11;5;01.05.2020 11:00;01.05.2020 11:15;;0,06;0,03;0;1;6;67;79;;;
2020;5;18;Freitag;1;Fr 01.05.20;11:15;11;5;01.05.2020 11:15;01.05.2020 11:30;;0,06;0,04;0;1;6;290;300;;;
2020;5;18;Freitag;1;Fr 01.05.20;11:30;11;5;01.05.2020 11:30;01.05.2020 11:45;;0,06;0,02;0;1;7;288;301;;;
2020;5;18;Freitag;1;Fr 01.05.20;11:45;11;5;01.05.2020 11:45;01.05.2020 12:00;;0,07;0,04;0;0;6;94;105;;;
2020;5;18;Freitag;1;Fr 01.05.20;12:00;12;5;01.05.2020 12:00;01.05.2020 12:15;;0,06;0,03;0;1;54;333;393;;;
2020;5;18;Freitag;1;Fr 01.05.20;12:15;12;5;01.05.2020 12:15;01.05.2020 12:30;;0,06;0,03;0;1;154;340;501;;;
2020;5;18;Freitag;1;Fr 01.05.20;12:30;12;5;01.05.2020 12:30;01.05.2020 12:45;;0,06;0,03;0;1;159;146;311;;;
2020;5;18;Freitag;1;Fr 01.05.20;12:45;12;5;01.05.2020 12:45;01.05.2020 13:00;;0,07;0,03;0;1;100;68;174;;;
2020;5;18;Freitag;1;Fr 01.05.20;13:00;13;5;01.05.2020 13:00;01.05.2020 13:15;;0,06;0,03;0;0;7;295;307;;;
2020;5;18;Freitag;1;Fr 01.05.20;13:15;13;5;01.05.2020 13:15;01.05.2020 13:30;;0,06;0,04;0;1;6;407;419;;;
2020;5;18;Freitag;1;Fr 01.05.20;13:30;13;5;01.05.2020 13:30;01.05.2020 13:45;;0,06;0,02;0;1;6;67;77;;;
2020;5;18;Freitag;1;Fr 01.05.20;13:45;13;5;01.05.2020 13:45;01.05.2020 14:00;;0,07;0,04;0;1;7;102;114;;;
2020;5;18;Freitag;1;Fr 01.05.20;14:00;14;5;01.05.2020 14:00;01.05.2020 14:15;;0,06;0,03;0;1;6;46;57;;;
2020;5;18;Freitag;1;Fr 01.05.20;14:15;14;5;01.05.2020 14:15;01.05.2020 14:30;;0,06;0,03;0;1;6;98;110;;;
2020;5;18;Freitag;1;Fr 01.05.20;14:30;14;5;01.05.2020 14:30;01.05.2020 14:45;;0,06;0,03;0;0;7;82;93;;;
2020;5;18;Freitag;1;Fr 01.05.20;14:45;14;5;01.05.2020 14:45;01.05.2020 15:00;;0,07;0,03;0;2;59;93;159;;;
2020;5;18;Freitag;1;Fr 01.05.20;15:00;15;5;01.05.2020 15:00;01.05.2020 15:15;;0,06;0,03;0;2;149;68;224;;;
2020;5;18;Freitag;1;Fr 01.05.20;15:15;15;5;01.05.2020 15:15;01.05.2020 15:30;;0,06;0,04;0;2;153;85;246;;;
2020;5;18;Freitag;1;Fr 01.05.20;15:30;15;5;01.05.2020 15:30;01.05.2020 15:45;;0,06;0,02;0;2;158;335;501;;;
2020;5;18;Freitag;1;Fr 01.05.20;15:45;15;5;01.05.2020 15:45;01.05.2020 16:00;;0,07;0,04;0;2;161;269;437;;;
2020;5;18;Freitag;1;Fr 01.05.20;16:00;16;5;01.05.2020 16:00;01.05.2020 16:15;;0,06;0,03;0;1;7;237;249;;;
2020;5;18;Freitag;1;Fr 01.05.20;16:15;16;5;01.05.2020 16:15;01.05.2020 16:30;;0,06;0,03;0;2;6;49;62;;;
2020;5;18;Freitag;1;Fr 01.05.20;16:30;16;5;01.05.2020 16:30;01.05.2020 16:45;;0,06;0,03;0;1;6;73;84;;;
2020;5;18;Freitag;1;Fr 01.05.20;16:45;16;5;01.05.2020 16:45;01.05.2020 17:00;;0,07;0,03;0;1;7;84;96;;;
2020;5;18;Freitag;1;Fr 01.05.20;17:00;17;5;01.05.2020 17:00;01.05.2020 17:15;;0,06;0,03;0;1;6;68;79;;;
2020;5;18;Freitag;1;Fr 01.05.20;17:15;17;5;01.05.2020 17:15;01.05.2020 17:30;;0,06;0,04;0;1;6;97;109;;;
2020;5;18;Freitag;1;Fr 01.05.20;17:30;17;5;01.05.2020 17:30;01.05.2020 17:45;;0,06;0,02;0;0;6;78;90;;;
2020;5;18;Freitag;1;Fr 01.05.20;17:45;17;5;01.05.2020 17:45;01.05.2020 18:00;;0,07;0,04;0;1;7;672;683;;;
2020;5;18;Freitag;1;Fr 01.05.20;18:00;18;5;01.05.2020 18:00;01.05.2020 18:15;;0,06;0,03;0;2;6;587;599;;;
2020;5;18;Freitag;1;Fr 01.05.20;18:15;18;5;01.05.2020 18:15;01.05.2020 18:30;;0,06;0,03;0;2;6;643;656;;;
2020;5;18;Freitag;1;Fr 01.05.20;18:30;18;5;01.05.2020 18:30;01.05.2020 18:45;;0,06;0,03;0;1;6;390;402;;;
2020;5;18;Freitag;1;Fr 01.05.20;18:45;18;5;01.05.2020 18:45;01.05.2020 19:00;;0,07;0,03;0;2;7;92;105;;;
2020;5;18;Freitag;1;Fr 01.05.20;19:00;19;5;01.05.2020 19:00;01.05.2020 19:15;;0,06;0,03;0;2;6;77;89;;;
2020;5;18;Freitag;1;Fr 01.05.20;19:15;19;5;01.05.2020 19:15;01.05.2020 19:30;;0,06;0,04;8;2;6;65;85;;;
2020;5;18;Freitag;1;Fr 01.05.20;19:30;19;5;01.05.2020 19:30;01.05.2020 19:45;;0,06;0,02;264;1;20;59;352;;;
2020;5;18;Freitag;1;Fr 01.05.20;19:45;19;5;01.05.2020 19:45;01.05.2020 20:00;;0,07;0,04;258;2;102;64;433;;;
2020;5;18;Freitag;1;Fr 01.05.20;20:00;20;5;01.05.2020 20:00;01.05.2020 20:15;;0,06;0,03;76;2;112;65;260;;;
2020;5;18;Freitag;1;Fr 01.05.20;20:15;20;5;01.05.2020 20:15;01.05.2020 20:30;;0,06;0,03;0;2;116;51;175;;;
2020;5;18;Freitag;1;Fr 01.05.20;20:30;20;5;01.05.2020 20:30;01.05.2020 20:45;;0,06;0,03;0;2;121;46;174;;;
2020;5;18;Freitag;1;Fr 01.05.20;20:45;20;5;01.05.2020 20:45;01.05.2020 21:00;;0,07;0,03;0;2;126;81;214;;;
2020;5;18;Freitag;1;Fr 01.05.20;21:00;21;5;01.05.2020 21:00;01.05.2020 21:15;;0,06;0,03;0;1;129;71;208;;;
2020;5;18;Freitag;1;Fr 01.05.20;21:15;21;5;01.05.2020 21:15;01.05.2020 21:30;;0,06;0,04;0;2;135;69;211;;;
2020;5;18;Freitag;1;Fr 01.05.20;21:30;21;5;01.05.2020 21:30;01.05.2020 21:45;;0,06;0,02;0;2;82;168;257;;;
2020;5;18;Freitag;1;Fr 01.05.20;21:45;21;5;01.05.2020 21:45;01.05.2020 22:00;;0,07;0,04;0;2;7;86;98;;;
2020;5;18;Freitag;1;Fr 01.05.20;22:00;22;5;01.05.2020 22:00;01.05.2020 22:15;;0,06;0,03;0;2;6;73;86;;;
2020;5;18;Freitag;1;Fr 01.05.20;22:15;22;5;01.05.2020 22:15;01.05.2020 22:30;;0,06;0,03;0;2;6;71;84;;;
2020;5;18;Freitag;1;Fr 01.05.20;22:30;22;5;01.05.2020 22:30;01.05.2020 22:45;;0,06;0,03;0;2;7;83;95;;;
2020;5;18;Freitag;1;Fr 01.05.20;22:45;22;5;01.05.2020 22:45;01.05.2020 23:00;;0,07;0,03;0;1;6;69;82;;;
2020;5;18;Freitag;1;Fr 01.05.20;23:00;23;5;01.05.2020 23:00;01.05.2020 23:15;;0,06;0,03;0;2;6;76;89;;;
2020;5;18;Freitag;1;Fr 01.05.20;23:15;23;5;01.05.2020 23:15;01.05.2020 23:30;;0,06;0,04;0;2;7;78;91;;;
2020;5;18;Freitag;1;Fr 01.05.20;23:30;23;5;01.05.2020 23:30;01.05.2020 23:45;;0,06;0,02;0;2;6;73;85;;;
2020;5;18;Freitag;1;Fr 01.05.20;23:45;23;5;01.05.2020 23:45;02.05.2020 00:00;;0,07;0,04;0;2;6;79;91;;;
2020;5;18;Samstag;2;Sa 02.05.20;00:00;0;5;02.05.2020 00:00;02.05.2020 00:15;;0,06;0;0;2;5;75;87;;;
2020;5;18;Samstag;2;Sa 02.05.20;00:15;0;5;02.05.2020 00:15;02.05.2020 00:30;;0,06;0;0;2;6;74;85;;;
2020;5;18;Samstag;2;Sa 02.05.20;00:30;0;5;02.05.2020 00:30;02.05.2020 00:45;;0,06;0;0;1;5;75;87;;;
2020;5;18;Samstag;2;Sa 02.05.20;00:45;0;5;02.05.2020 00:45;02.05.2020 01:00;;0,07;0;0;2;5;77;89;;;
2020;5;18;Samstag;2;Sa 02.05.20;01:00;1;5;02.05.2020 01:00;02.05.2020 01:15;;0,06;0;0;2;5;63;74;;;
2020;5;18;Samstag;2;Sa 02.05.20;01:15;1;5;02.05.2020 01:15;02.05.2020 01:30;;0,06;0;0;2;5;71;82;;;
2020;5;18;Samstag;2;Sa 02.05.20;01:30;1;5;02.05.2020 01:30;02.05.2020 01:45;;0,06;0;0;2;6;78;90;;;
2020;5;18;Samstag;2;Sa 02.05.20;01:45;1;5;02.05.2020 01:45;02.05.2020 02:00;;0,07;0;0;2;5;62;74;;;
2020;5;18;Samstag;2;Sa 02.05.20;02:00;2;5;02.05.2020 02:00;02.05.2020 02:15;;0,06;0;0;1;5;70;81;;;
2020;5;18;Samstag;2;Sa 02.05.20;02:15;2;5;02.05.2020 02:15;02.05.2020 02:30;;0,06;0;0;2;5;78;89;;;
2020;5;18;Samstag;2;Sa 02.05.20;02:30;2;5;02.05.2020 02:30;02.05.2020 02:45;;0,06;0;0;2;5;48;60;;;
2020;5;18;Samstag;2;Sa 02.05.20;02:45;2;5;02.05.2020 02:45;02.05.2020 03:00;;0,07;0;0;2;5;80;91;;;
2020;5;18;Samstag;2;Sa 02.05.20;03:00;3;5;02.05.2020 03:00;02.05.2020 03:15;;0,06;0;0;2;6;84;96;;;
2020;5;18;Samstag;2;Sa 02.05.20;03:15;3;5;02.05.2020 03:15;02.05.2020 03:30;;0,06;0;0;2;5;68;79;;;
2020;5;18;Samstag;2;Sa 02.05.20;03:30;3;5;02.05.2020 03:30;02.05.2020 03:45;;0,06;0;0;2;5;55;67;;;
2020;5;18;Samstag;2;Sa 02.05.20;03:45;3;5;02.05.2020 03:45;02.05.2020 04:00;;0,07;0;0;1;5;81;93;;;
2020;5;18;Samstag;2;Sa 02.05.20;04:00;4;5;02.05.2020 04:00;02.05.2020 04:15;;0,06;0;0;2;5;57;68;;;
2020;5;18;Samstag;2;Sa 02.05.20;04:15;4;5;02.05.2020 04:15;02.05.2020 04:30;;0,06;0;0;2;6;48;60;;;
2020;5;18;Samstag;2;Sa 02.05.20;04:30;4;5;02.05.2020 04:30;02.05.2020 04:45;;0,06;0;0;2;5;64;75;;;
2020;5;18;Samstag;2;Sa 02.05.20;04:45;4;5;02.05.2020 04:45;02.05.2020 05:00;;0,07;0;0;2;5;54;65;;;
2020;5;18;Samstag;2;Sa 02.05.20;05:00;5;5;02.05.2020 05:00;02.05.2020 05:15;;0,06;0,03;0;2;54;49;110;;;
2020;5;18;Samstag;2;Sa 02.05.20;05:15;5;5;02.05.2020 05:15;02.05.2020 05:30;;0,06;0,03;0;2;127;55;190;;;
2020;5;18;Samstag;2;Sa 02.05.20;05:30;5;5;02.05.2020 05:30;02.05.2020 05:45;;0,06;0,03;0;1;133;75;215;;;
2020;5;18;Samstag;2;Sa 02.05.20;05:45;5;5;02.05.2020 05:45;02.05.2020 06:00;;0,07;0,03;0;2;100;102;209;;;
2020;5;18;Samstag;2;Sa 02.05.20;06:00;6;5;02.05.2020 06:00;02.05.2020 06:15;;0,06;0,03;0;2;6;57;70;;;
2020;5;18;Samstag;2;Sa 02.05.20;06:15;6;5;02.05.2020 06:15;02.05.2020 06:30;;0,06;0,04;0;2;7;69;81;;;
2020;5;18;Samstag;2;Sa 02.05.20;06:30;6;5;02.05.2020 06:30;02.05.2020 06:45;;0,06;0,02;0;2;6;67;79;;;
2020;5;18;Samstag;2;Sa 02.05.20;06:45;6;5;02.05.2020 06:45;02.05.2020 07:00;;0,07;0,04;0;2;6;67;80;;;
2020;5;18;Samstag;2;Sa 02.05.20;07:00;7;5;02.05.2020 07:00;02.05.2020 07:15;;0,06;0,03;0;1;6;45;57;;;
2020;5;18;Samstag;2;Sa 02.05.20;07:15;7;5;02.05.2020 07:15;02.05.2020 07:30;;0,06;0,03;0;2;7;52;65;;;
2020;5;18;Samstag;2;Sa 02.05.20;07:30;7;5;02.05.2020 07:30;02.05.2020 07:45;;0,06;0,03;0;2;6;66;78;;;
2020;5;18;Samstag;2;Sa 02.05.20;07:45;7;5;02.05.2020 07:45;02.05.2020 08:00;;0,07;0,03;0;2;6;46;59;;;
2020;5;18;Samstag;2;Sa 02.05.20;08:00;8;5;02.05.2020 08:00;02.05.2020 08:15;;0,06;0,03;0;2;63;52;122;;;
2020;5;18;Samstag;2;Sa 02.05.20;08:15;8;5;02.05.2020 08:15;02.05.2020 08:30;;0,06;0,04;0;2;135;65;207;;;
2020;5;18;Samstag;2;Sa 02.05.20;08:30;8;5;02.05.2020 08:30;02.05.2020 08:45;;0,06;0,02;0;2;140;49;197;;;
2020;5;18;Samstag;2;Sa 02.05.20;08:45;8;5;02.05.2020 08:45;02.05.2020 09:00;;0,07;0,04;0;1;145;45;197;;;
2020;5;18;Samstag;2;Sa 02.05.20;09:00;9;5;02.05.2020 09:00;02.05.2020 09:15;;0,06;0,03;0;2;149;65;222;;;
2020;5;18;Samstag;2;Sa 02.05.20;09:15;9;5;02.05.2020 09:15;02.05.2020 09:30;;0,06;0,03;0;2;154;64;225;;;
2020;5;18;Samstag;2;Sa 02.05.20;09:30;9;5;02.05.2020 09:30;02.05.2020 09:45;;0,06;0,03;0;2;159;160;326;;;
2020;5;18;Samstag;2;Sa 02.05.20;09:45;9;5;02.05.2020 09:45;02.05.2020 10:00;;0,07;0,03;0;2;93;66;165;;;
2020;5;18;Samstag;2;Sa 02.05.20;10:00;10;5;02.05.2020 10:00;02.05.2020 10:15;;0,06;0,03;0;2;6;59;72;;;
2020;5;18;Samstag;2;Sa 02.05.20;10:15;10;5;02.05.2020 10:15;02.05.2020 10:30;;0,06;0,04;0;1;6;48;60;;;
2020;5;18;Samstag;2;Sa 02.05.20;10:30;10;5;02.05.2020 10:30;02.05.2020 10:45;;0,06;0,02;0;2;6;56;69;;;
2020;5;18;Samstag;2;Sa 02.05.20;10:45;10;5;02.05.2020 10:45;02.05.2020 11:00;;0,07;0,04;0;2;7;61;74;;;
2020;5;18;Samstag;2;Sa 02.05.20;11:00;11;5;02.05.2020 11:00;02.05.2020 11:15;;0,06;0,03;0;2;6;60;72;;;
2020;5;18;Samstag;2;Sa 02.05.20;11:15;11;5;02.05.2020 11:15;02.05.2020 11:30;;0,06;0,03;0;2;6;57;70;;;
2020;5;18;Samstag;2;Sa 02.05.20;11:30;11;5;02.05.2020 11:30;02.05.2020 11:45;;0,06;0,03;0;2;6;71;83;;;
2020;5;18;Samstag;2;Sa 02.05.20;11:45;11;5;02.05.2020 11:45;02.05.2020 12:00;;0,07;0,03;0;2;7;59;72;;;
2020;5;18;Samstag;2;Sa 02.05.20;12:00;12;5;02.05.2020 12:00;02.05.2020 12:15;;0,06;0,03;0;0;68;172;246;;;
2020;5;18;Samstag;2;Sa 02.05.20;12:15;12;5;02.05.2020 12:15;02.05.2020 12:30;;0,06;0,04;0;1;153;64;222;;;
2020;5;18;Samstag;2;Sa 02.05.20;12:30;12;5;02.05.2020 12:30;02.05.2020 12:45;;0,06;0,02;0;1;157;65;230;;;
2020;5;18;Samstag;2;Sa 02.05.20;12:45;12;5;02.05.2020 12:45;02.05.2020 13:00;;0,07;0,04;0;1;162;47;215;;;
2020;5;18;Samstag;2;Sa 02.05.20;13:00;13;5;02.05.2020 13:00;02.05.2020 13:15;;0,06;0,03;0;1;6;52;63;;;
2020;5;18;Samstag;2;Sa 02.05.20;13:15;13;5;02.05.2020 13:15;02.05.2020 13:30;;0,06;0,03;0;0;6;65;76;;;
2020;5;18;Samstag;2;Sa 02.05.20;13:30;13;5;02.05.2020 13:30;02.05.2020 13:45;;0,06;0,03;0;1;6;51;62;;;
2020;5;18;Samstag;2;Sa 02.05.20;13:45;13;5;02.05.2020 13:45;02.05.2020 14:00;;0,07;0,03;0;1;7;50;62;;;
2020;5;18;Samstag;2;Sa 02.05.20;14:00;14;5;02.05.2020 14:00;02.05.2020 14:15;;0,06;0,03;0;1;6;80;92;;;
2020;5;18;Samstag;2;Sa 02.05.20;14:15;14;5;02.05.2020 14:15;02.05.2020 14:30;;0,06;0,04;0;1;6;121;132;;;
2020;5;18;Samstag;2;Sa 02.05.20;14:30;14;5;02.05.2020 14:30;02.05.2020 14:45;;0,06;0,02;0;0;7;51;62;;;
2020;5;18;Samstag;2;Sa 02.05.20;14:45;14;5;02.05.2020 14:45;02.05.2020 15:00;;0,07;0,04;0;1;6;67;79;;;
2020;5;18;Samstag;2;Sa 02.05.20;15:00;15;5;02.05.2020 15:00;02.05.2020 15:15;;0,06;0,03;0;1;6;55;66;;;
2020;5;18;Samstag;2;Sa 02.05.20;15:15;15;5;02.05.2020 15:15;02.05.2020 15:30;;0,06;0,03;0;1;97;66;168;;;
2020;5;18;Samstag;2;Sa 02.05.20;15:30;15;5;02.05.2020 15:30;02.05.2020 15:45;;0,06;0,03;0;1;46;78;130;;;
2020;5;18;Samstag;2;Sa 02.05.20;15:45;15;5;02.05.2020 15:45;02.05.2020 16:00;;0,07;0,03;0;0;7;65;76;;;
2020;5;18;Samstag;2;Sa 02.05.20;16:00;16;5;02.05.2020 16:00;02.05.2020 16:15;;0,06;0,03;0;1;148;62;218;;;
2020;5;18;Samstag;2;Sa 02.05.20;16:15;16;5;02.05.2020 16:15;02.05.2020 16:30;;0,06;0,04;0;1;158;72;236;;;
2020;5;18;Samstag;2;Sa 02.05.20;16:30;16;5;02.05.2020 16:30;02.05.2020 16:45;;0,06;0,02;0;1;132;72;210;;;
2020;5;18;Samstag;2;Sa 02.05.20;16:45;16;5;02.05.2020 16:45;02.05.2020 17:00;;0,07;0,04;0;1;6;59;70;;;
2020;5;18;Samstag;2;Sa 02.05.20;17:00;17;5;02.05.2020 17:00;02.05.2020 17:15;;0,06;0,03;0;0;7;52;63;;;
2020;5;18;Samstag;2;Sa 02.05.20;17:15;17;5;02.05.2020 17:15;02.05.2020 17:30;;0,06;0,03;0;1;6;89;101;;;
2020;5;18;Samstag;2;Sa 02.05.20;17:30;17;5;02.05.2020 17:30;02.05.2020 17:45;;0,06;0,03;0;1;6;80;91;;;
2020;5;18;Samstag;2;Sa 02.05.20;17:45;17;5;02.05.2020 17:45;02.05.2020 18:00;;0,07;0,03;0;1;7;856;867;;;
2020;5;18;Samstag;2;Sa 02.05.20;18:00;18;5;02.05.2020 18:00;02.05.2020 18:15;;0,06;0,03;0;1;6;508;521;;;
2020;5;18;Samstag;2;Sa 02.05.20;18:15;18;5;02.05.2020 18:15;02.05.2020 18:30;;0,06;0,04;0;0;7;237;247;;;
2020;5;18;Samstag;2;Sa 02.05.20;18:30;18;5;02.05.2020 18:30;02.05.2020 18:45;;0,06;0,02;0;1;6;71;83;;;
2020;5;18;Samstag;2;Sa 02.05.20;18:45;18;5;02.05.2020 18:45;02.05.2020 19:00;;0,07;0,04;0;1;6;74;86;;;
2020;5;18;Samstag;2;Sa 02.05.20;19:00;19;5;02.05.2020 19:00;02.05.2020 19:15;;0,06;0,03;0;1;75;210;290;;;
2020;5;18;Samstag;2;Sa 02.05.20;19:15;19;5;02.05.2020 19:15;02.05.2020 19:30;;0,06;0,03;0;2;133;62;202;;;
2020;5;18;Samstag;2;Sa 02.05.20;19:30;19;5;02.05.2020 19:30;02.05.2020 19:45;;0,06;0,03;0;1;138;51;195;;;
2020;5;18;Samstag;2;Sa 02.05.20;19:45;19;5;02.05.2020 19:45;02.05.2020 20:00;;0,07;0,03;0;1;40;67;112;;;
2020;5;18;Samstag;2;Sa 02.05.20;20:00;20;5;02.05.2020 20:00;02.05.2020 20:15;;0,06;0,03;0;1;6;51;63;;;
2020;5;18;Samstag;2;Sa 02.05.20;20:15;20;5;02.05.2020 20:15;02.05.2020 20:30;;0,06;0,04;0;0;6;53;65;;;
2020;5;18;Samstag;2;Sa 02.05.20;20:30;20;5;02.05.2020 20:30;02.05.2020 20:45;;0,06;0,02;0;1;6;52;64;;;
2020;5;18;Samstag;2;Sa 02.05.20;20:45;20;5;02.05.2020 20:45;02.05.2020 21:00;;0,07;0,04;0;1;7;62;74;;;
2020;5;18;Samstag;2;Sa 02.05.20;21:00;21;5;02.05.2020 21:00;02.05.2020 21:15;;0,06;0,03;0;1;6;104;115;;;
2020;5;18;Samstag;2;Sa 02.05.20;21:15;21;5;02.05.2020 21:15;02.05.2020 21:30;;0,06;0,03;0;1;6;75;87;;;
2020;5;18;Samstag;2;Sa 02.05.20;21:30;21;5;02.05.2020 21:30;02.05.2020 21:45;;0,06;0,03;0;0;6;74;86;;;
2020;5;18;Samstag;2;Sa 02.05.20;21:45;21;5;02.05.2020 21:45;02.05.2020 22:00;;0,07;0,03;0;1;7;80;92;;;
2020;5;18;Samstag;2;Sa 02.05.20;22:00;22;5;02.05.2020 22:00;02.05.2020 22:15;;0,06;0,03;0;1;6;76;86;;;
2020;5;18;Samstag;2;Sa 02.05.20;22:15;22;5;02.05.2020 22:15;02.05.2020 22:30;;0,06;0,04;0;1;6;72;85;;;
2020;5;18;Samstag;2;Sa 02.05.20;22:30;22;5;02.05.2020 22:30;02.05.2020 22:45;;0,06;0,02;0;1;6;168;179;;;
2020;5;18;Samstag;2;Sa 02.05.20;22:45;22;5;02.05.2020 22:45;02.05.2020 23:00;;0,07;0,04;0;1;95;107;210;;;
2020;5;18;Samstag;2;Sa 02.05.20;23:00;23;5;02.05.2020 23:00;02.05.2020 23:15;;0,06;0,03;0;1;130;75;210;;;
2020;5;18;Samstag;2;Sa 02.05.20;23:15;23;5;02.05.2020 23:15;02.05.2020 23:30;;0,06;0,03;0;1;134;66;208;;;
2020;5;18;Samstag;2;Sa 02.05.20;23:30;23;5;02.05.2020 23:30;02.05.2020 23:45;;0,06;0,03;0;1;94;62;161;;;
2020;5;18;Samstag;2;Sa 02.05.20;23:45;23;5;02.05.2020 23:45;03.05.2020 00:00;;0,07;0,03;0;0;6;83;95;;;
2020;5;19;Sonntag;3;So 03.05.20;00:00;0;5;03.05.2020 00:00;03.05.2020 00:15;;0,06;0;0;1;5;59;70;;;
2020;5;19;Sonntag;3;So 03.05.20;00:15;0;5;03.05.2020 00:15;03.05.2020 00:30;;0,06;0;0;1;5;66;77;;;
2020;5;19;Sonntag;3;So 03.05.20;00:30;0;5;03.05.2020 00:30;03.05.2020 00:45;;0,06;0;0;1;6;79;90;;;
2020;5;19;Sonntag;3;So 03.05.20;00:45;0;5;03.05.2020 00:45;03.05.2020 01:00;;0,07;0;0;1;5;65;76;;;
2020;5;19;Sonntag;3;So 03.05.20;01:00;1;5;03.05.2020 01:00;03.05.2020 01:15;;0,06;0;0;0;5;61;71;;;
2020;5;19;Sonntag;3;So 03.05.20;01:15;1;5;03.05.2020 01:15;03.05.2020 01:30;;0,06;0;0;1;5;78;89;;;
