,Bericht:,Strom,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,von,01.03.2018 00:00,,,,,,,,,,,,,,,,,,,,
1,bis,01.01.2019 00:00,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,P4_H3_EDA,P1_H3_EDA,Z1_Bad_H3_EDA,Z1_RLT_H3_EDA,Z1_TWW_H3_EDA,Z_EV_H3_EDA,Z_H3_EDA,,,
3,Jahr,Monat,KW,Wo-Tag,Tag,,Uhrzeit,Stunden,Minuten,Startzeit,Endezeit,,h,h,Wh,Wh,Wh,Wh,Wh,,,
4,,,,,,,,,,"43.160,00","43.466,00", Summe ,"1.450,04",405,"7.838,00","119.566,00","566.487,00","1.795.469,26","2.509.299,87", -     , -     , -     
5,2018,3,9,Donnerstag,1,Do 01.03.18,00:00,0,3,01.03.2018 00:00,01.03.2018 00:15,,,,,,,,,,,
6,2018,3,9,Donnerstag,1,Do 01.03.18,00:15,0,3,01.03.2018 00:15,01.03.2018 00:30,,,,,,,,,,,
7,2018,3,9,Donnerstag,1,Do 01.03.18,00:30,0,3,01.03.2018 00:30,01.03.2018 00:45,,,,,,,,,,,
8,2018,3,9,Donnerstag,1,Do 01.03.18,00:45,0,3,01.03.2018 00:45,01.03.2018 01:00,,,,,,,,,,,
9,2018,3,9,Donnerstag,1,Do 01.03.18,01:00,1,3,01.03.2018 01:00,01.03.2018 01:15,,,,,,,,,,,
10,2018,3,9,Donnerstag,1,Do 01.03.18,01:15,1,3,01.03.2018 01:15,01.03.2018 01:30,,,,,,,,,,,
11,2018,3,9,Donnerstag,1,Do 01.03.18,01:30,1,3,01.03.2018 01:30,01.03.2018 01:45,,,,,,,,,,,
12,2018,3,9,Donnerstag,1,Do 01.03.18,01:45,1,3,01.03.2018 01:45,01.03.2018 02:00,,,,,,,,,,,
13,2018,3,9,Donnerstag,1,Do 01.03.18,02:00,2,3,01.03.2018 02:00,01.03.2018 02:15,,,,,,,,,,,
14,2018,3,9,Donnerstag,1,Do 01.03.18,02:15,2,3,01.03.2018 02:15,01.03.2018 02:30,,,,,,,,,,,
15,2018,3,9,Donnerstag,1,Do 01.03.18,02:30,2,3,01.03.2018 02:30,01.03.2018 02:45,,,,,,,,,,,
16,2018,3,9,Donnerstag,1,Do 01.03.18,02:45,2,3,01.03.2018 02:45,01.03.2018 03:00,,,,,,,,,,,
17,2018,3,9,Donnerstag,1,Do 01.03.18,03:00,3,3,01.03.2018 03:00,01.03.2018 03:15,,,,,,,,,,,
18,2018,3,9,Donnerstag,1,Do 01.03.18,03:15,3,3,01.03.2018 03:15,01.03.2018 03:30,,,,,,,,,,,
19,2018,3,9,Donnerstag,1,Do 01.03.18,03:30,3,3,01.03.2018 03:30,01.03.2018 03:45,,,,,,,,,,,
20,2018,3,9,Donnerstag,1,Do 01.03.18,03:45,3,3,01.03.2018 03:45,01.03.2018 04:00,,,,,,,,,,,
21,2018,3,9,Donnerstag,1,Do 01.03.18,04:00,4,3,01.03.2018 04:00,01.03.2018 04:15,,,,,,,,,,,
22,2018,3,9,Donnerstag,1,Do 01.03.18,04:15,4,3,01.03.2018 04:15,01.03.2018 04:30,,,,,,,,,,,
23,2018,3,9,Donnerstag,1,Do 01.03.18,04:30,4,3,01.03.2018 04:30,01.03.2018 04:45,,,,,,,,,,,
