,avg_energy,avg_fourier,max_fourier,max_energy,avg_main_data,4,Label
882,71,127,568,503,69,0,
883,64,88,518,192,76,6,
884,62,151,499,192,95,2,
885,62,103,503,224,69,6,
886,150,367,1204,447,264,4,
887,110,157,883,500,81,7,
888,31,35,254,65,42,6,
889,30,48,244,65,45,2,
890,27,25,221,48,35,4,
891,27,31,220,49,37,6,
892,27,40,216,49,39,2,
893,42,100,339,128,62,5,
894,37,59,300,128,42,1,
895,33,56,269,121,37,6,
896,51,96,414,121,81,2,
897,40,34,322,81,53,1,
898,39,62,319,88,51,5,
899,64,86,512,139,96,4,
900,36,40,291,74,48,1,
901,29,33,232,52,38,1,
902,40,80,327,173,35,7,
903,69,160,554,173,115,3,
904,87,144,697,202,114,7,
905,104,150,837,246,142,7,
906,83,189,665,246,130,3,
907,120,242,961,324,168,5,
908,123,202,986,491,129,7,
909,181,450,1453,491,270,3,
910,183,375,1468,581,228,6,
911,126,523,1013,581,208,2,
912,37,53,297,76,52,2,
913,34,38,277,129,40,7,
914,47,95,376,129,74,3,
915,33,32,264,52,43,0,
916,30,34,244,52,43,2,
917,31,37,254,79,39,6,
918,33,59,265,79,49,2,
919,27,28,219,49,38,4,
920,61,249,488,278,98,5,
921,69,147,557,278,77,1,
922,54,46,434,113,72,0,
923,47,46,379,75,66,2,
924,42,48,337,99,50,1,
925,40,38,322,70,61,4,
926,31,36,252,70,42,0,
927,31,27,253,85,40,7,
928,89,178,718,446,79,7,
929,170,416,1363,446,309,3,
930,41,102,328,386,39,0,
931,28,27,230,47,39,6,
932,65,178,522,353,47,6,
933,124,314,996,353,213,2,
934,72,59,582,113,98,0,
935,65,56,525,106,85,1,
936,36,45,293,66,50,3,
937,28,26,227,50,37,1,
938,44,102,356,109,73,4,
939,37,48,296,109,41,0,
940,39,60,318,87,59,5,
941,36,37,293,87,44,1,
942,30,35,242,50,44,3,
943,27,28,220,49,37,4,
944,92,283,740,449,93,6,
945,134,366,1075,449,208,2,
946,52,52,420,148,66,0,
947,64,66,515,121,94,3,
948,110,221,884,289,182,3,
949,108,389,871,432,143,5,
950,77,253,621,432,76,1,
951,29,46,237,60,43,5,
952,31,29,248,60,40,1,
953,28,34,230,49,40,2,
954,26,23,212,47,35,7,
955,26,29,209,47,36,3,
956,28,34,230,102,38,7,
957,44,76,353,102,69,3,
958,37,38,302,86,45,1,
959,46,50,368,80,67,5,
960,65,204,527,245,106,3,
961,65,108,521,201,75,7,
962,162,280,1303,597,178,6,
963,171,530,1371,597,288,2,
964,88,152,708,247,109,6,
965,100,169,806,247,150,2,
966,37,40,297,105,42,0,
967,39,64,312,89,60,2,
968,51,155,410,582,37,7,
969,138,518,1107,582,255,3,
970,48,68,389,248,51,0,
971,35,33,282,59,45,1,
972,108,284,865,563,73,1,
973,119,234,952,454,129,6,
974,238,381,1907,454,357,2,
975,233,311,1866,453,325,2,
976,108,352,866,404,142,2,
977,34,33,279,60,49,1,
978,26,26,213,51,33,0,
979,64,184,517,253,77,6,
980,84,215,675,253,126,2,
981,50,95,406,133,63,0,
982,46,71,375,124,62,1,
983,39,47,314,81,52,7,
984,166,381,1331,582,202,7,
985,126,524,1008,582,228,3,
986,72,85,576,205,75,7,
987,188,335,1506,594,257,6,
988,143,527,1149,594,198,2,
989,31,35,253,60,42,0,
990,34,63,278,86,49,5,
991,71,132,574,271,70,6,
992,136,228,1090,274,203,7,
993,102,202,818,274,147,3,
994,93,303,748,356,150,5,
995,174,503,1396,585,260,4,
996,50,177,405,202,82,5,
997,46,104,369,202,47,1,
998,31,33,253,54,41,1,
999,30,38,244,50,43,2,
1000,30,30,240,50,39,2,
1001,39,44,318,87,53,6,
1002,54,62,432,110,75,6,
1003,47,84,377,128,61,7,
1004,95,248,767,312,142,5,
1005,93,166,750,312,122,1,
1006,60,88,481,131,83,4,
1007,58,44,468,131,76,0,
1008,42,92,343,181,41,1,
1009,34,43,273,63,47,2,
1010,31,37,253,54,43,2,
1011,59,139,472,150,96,4,
1012,43,63,351,150,46,0,
1013,30,36,241,53,41,5,
1014,33,37,270,84,44,7,
1015,69,162,558,323,63,6,
1016,159,306,1279,531,193,6,
1017,198,469,1591,531,351,2,
1018,73,102,591,386,79,0,
1019,63,105,510,146,93,2,
1020,40,43,327,97,53,6,
1021,44,68,353,97,64,2,
1022,109,269,874,292,159,4,
1023,167,290,1337,405,192,7,
1024,164,314,1314,405,264,3,
1025,42,74,340,282,45,0,
1026,35,35,280,61,49,1,
1027,27,22,221,45,36,1,
1028,27,27,219,46,38,4,
1029,40,74,320,155,44,6,
1030,61,126,488,155,85,2,
1031,61,103,490,136,86,2,
1032,120,329,962,376,145,2,
1033,71,216,568,256,110,2,
1034,93,159,748,250,118,7,
1035,161,180,1291,259,239,5,
1036,83,169,664,259,101,1,
1037,29,26,239,48,39,0,
1038,28,33,228,45,40,2,
1039,26,24,212,45,36,3,
1040,26,22,214,45,36,6,
1041,35,54,280,115,41,6,
1042,42,88,338,115,63,2,
1043,34,28,273,50,47,2,
1044,44,68,354,123,62,0,
1045,36,41,289,94,44,1,
1046,28,30,230,55,38,6,
1047,85,348,682,387,147,4,
1048,63,102,506,387,60,0,
1049,104,176,832,227,158,5,
1050,88,143,709,227,114,1,
1051,47,39,383,92,62,1,
1052,42,42,343,68,61,2,
1053,62,174,499,208,96,5,
1054,52,98,420,208,57,1,
1055,36,51,291,76,50,5,
1056,36,50,288,185,42,0,
1057,29,28,234,51,39,1,
1058,27,22,220,45,37,6,
1059,27,29,220,45,38,2,
1060,31,39,255,53,44,5,
1061,92,446,741,482,155,5,
1062,94,260,758,482,75,1,
1063,78,157,631,193,132,2,
1064,46,62,374,127,40,1,
1065,90,168,723,347,100,6,
1066,149,319,1194,466,184,6,
1067,127,421,1023,466,220,2,
1068,62,134,498,180,83,6,
1069,49,151,399,180,80,2,
1070,27,32,223,48,39,0,
1071,27,26,216,48,36,3,
1072,26,32,215,48,38,7,
1073,26,27,214,48,35,3,
1074,34,43,276,92,43,6,
1075,41,65,333,92,63,2,
1076,35,42,284,92,42,6,
1077,40,75,325,114,56,7,
1078,58,91,470,173,69,7,
1079,74,139,598,173,118,3,
1080,75,153,606,320,63,0,
1081,42,62,336,95,59,0,
1082,32,38,262,148,38,7,
1083,42,118,336,148,66,3,
1084,30,27,241,52,42,4,
1085,27,29,221,52,38,0,
1086,30,48,245,69,43,5,
1087,34,35,274,115,39,7,
1088,39,84,318,115,61,3,
1089,36,48,293,117,48,7,
1090,46,77,370,117,70,3,
1091,42,58,337,123,46,6,
1092,95,369,761,435,131,7,
1093,175,409,1404,435,325,3,
1094,77,213,619,417,52,1,
1095,32,47,261,70,46,2,
1096,26,31,215,47,37,5,
1097,27,24,216,47,35,1,
1098,31,52,248,70,46,5,
1099,33,38,264,70,45,1,
1100,59,255,473,451,35,6,
1101,93,414,747,451,168,2,
1102,33,39,271,143,41,0,
1103,39,44,315,69,56,4,
1104,80,255,640,258,140,3,
1105,30,33,240,51,42,3,
1106,27,30,220,59,37,7,
1107,48,105,391,205,53,6,
1108,78,165,625,223,107,7,
1109,126,163,1015,233,193,6,
1110,80,178,645,233,102,2,
1111,28,32,226,51,39,3,
1112,97,315,780,490,102,6,
1113,130,429,1041,490,193,2,
1114,60,61,487,128,78,1,
1115,59,52,479,95,82,6,
1116,136,283,1095,394,158,1,
1117,134,177,1072,240,221,4,
1118,64,125,519,360,48,7,
1119,71,327,573,360,125,3,
1120,27,25,221,52,35,0,
1121,27,26,217,49,36,6,
1122,27,38,220,49,40,2,
1123,26,24,215,45,35,1,
1124,44,109,357,215,45,6,
1125,90,246,722,247,128,6,
1126,74,218,593,247,99,2,
1127,87,382,696,419,148,5,
1128,38,59,304,89,51,0,
1129,27,24,216,46,35,1,
1130,27,28,217,46,37,4,
1131,57,190,457,225,92,4,
1132,92,175,738,229,107,5,
1133,137,176,1102,244,218,4,
1134,66,92,528,244,71,0,
1135,36,34,295,97,50,0,
1136,29,27,235,51,38,4,
1137,31,41,253,60,44,5,
1138,31,32,251,60,41,1,
1139,35,47,282,101,43,6,
1140,111,546,891,587,202,3,
1141,61,110,491,198,89,7,
1142,82,143,658,198,121,3,
1143,42,52,343,142,52,0,
1144,28,35,231,48,42,5,
1145,38,50,309,75,54,5,
1146,35,32,283,75,45,1,
1147,27,28,216,47,37,4,
1148,27,30,217,47,38,0,
1149,28,28,225,47,38,1,
1150,31,27,249,53,40,7,
1151,59,144,477,184,90,5,
1152,40,101,320,130,61,4,
1153,31,36,248,130,39,0,
1154,39,99,318,193,36,6,
1155,72,159,576,193,107,2,
1156,110,158,886,233,166,5,
1157,86,191,692,246,83,6,
1158,75,219,600,325,110,7,
1159,114,278,913,325,195,3,
1160,121,413,973,469,172,5,
1161,150,377,1201,469,162,1,
1162,149,274,1194,409,221,1,
1163,59,73,474,253,61,0,
1164,58,192,468,354,43,1,
1165,43,111,348,143,67,3,
1166,47,156,379,289,38,6,
1167,59,264,474,289,101,2,
1168,28,31,225,47,39,5,
1169,27,25,219,47,35,1,
1170,29,34,236,77,41,7,
1171,34,50,276,77,51,3,
1172,27,27,220,55,35,0,
1173,48,67,387,215,49,7,
1174,97,143,783,215,166,3,
1175,72,73,579,180,86,0,
1176,72,183,583,268,92,1,
1177,29,29,238,53,39,0,
1178,30,25,244,74,38,7,
1179,36,48,293,74,57,3,
1180,27,23,221,50,35,0,
1181,27,26,217,49,36,6,
1182,63,152,508,202,90,7,
1183,109,153,872,290,156,7,
1184,117,266,938,370,116,6,
1185,169,381,1359,389,292,7,
1186,194,380,1558,391,296,5,
1187,135,212,1081,391,155,1,
1188,61,229,491,416,47,1,
1189,28,22,225,58,35,0,
1190,27,29,217,45,37,2,
1191,38,49,310,138,46,7,
1192,55,109,440,138,79,3,
1193,46,66,370,94,72,3,
1194,33,36,265,56,43,0,
1195,30,31,244,53,41,2,
1196,61,208,495,389,47,6,
1197,129,369,1032,389,228,2,
1198,59,115,478,354,75,0,
1199,38,50,305,138,51,0,
1200,88,126,704,267,100,0,
1201,142,135,1139,242,198,5,
1202,155,194,1247,257,236,5,
1203,63,116,511,257,62,1,
1204,26,24,211,43,35,4,
1205,31,54,251,72,46,5,
1206,29,34,238,72,37,1,
1207,26,22,212,45,35,6,
1208,32,49,257,67,47,5,
1209,40,44,325,90,48,6,
1210,47,58,382,90,69,2,
1211,40,38,322,66,55,4,
1212,116,249,932,350,136,6,
1213,103,359,827,350,185,2,
1214,28,25,228,45,38,1,
1215,29,30,232,49,40,4,
1216,28,25,226,54,38,7,
1217,31,30,249,55,44,4,
1218,27,26,218,55,37,0,
1219,26,30,213,46,36,5,
1220,27,24,219,46,36,1,
1221,30,33,240,50,42,4,
1222,43,97,349,130,67,4,
1223,44,50,359,130,57,0,
1224,259,852,2072,825,468,4,
1225,186,285,1489,825,223,0,
1226,165,194,1322,279,245,4,
1227,113,168,911,279,123,0,
1228,149,177,1196,239,225,6,
1229,114,167,913,239,162,2,
1230,46,61,369,117,64,0,
1231,30,23,241,53,39,0,
1232,28,27,226,48,38,6,
1233,28,31,226,48,38,2,
1234,29,29,236,67,39,7,
1235,46,44,374,131,64,7,
1236,201,354,1608,449,253,5,
1237,152,333,1222,449,216,1,
1238,33,32,268,79,43,0,
1239,146,386,1175,426,224,5,
1240,161,309,1292,426,179,1,
1241,89,361,717,401,154,3,
1242,31,28,250,52,43,4,
1243,29,24,239,52,40,0,
1244,28,27,228,47,39,7,
1245,127,511,1017,558,167,5,
1246,145,360,1160,558,188,1,
1247,52,52,417,91,70,7,
1248,143,212,1151,432,217,0,
1249,82,110,660,246,99,0,
1250,55,134,444,264,42,6,
1251,95,225,761,264,147,2,
1252,59,133,476,173,89,2,
1253,27,26,219,47,38,4,
1254,27,28,222,47,38,0,
1255,31,35,249,122,39,7,
1256,59,139,473,171,93,4,
1257,55,76,447,179,55,7,
1258,61,160,490,179,103,3,
1259,40,48,323,111,50,7,
1260,127,322,1017,478,162,1,
1261,70,95,563,212,71,6,
1262,85,175,686,212,135,2,
1263,90,145,727,355,106,7,
1264,179,359,1434,394,330,4,
1265,63,193,509,394,35,0,
1266,29,36,237,50,43,5,
1267,31,35,253,57,43,4,
1268,105,265,845,454,102,7,
1269,154,443,1237,454,242,3,
1270,40,87,323,111,61,2,
1271,34,34,273,70,42,7,
1272,106,237,854,303,163,2,
1273,30,31,247,71,39,0,
1274,32,49,258,67,46,5,
1275,32,33,256,67,41,1,
1276,27,27,223,48,38,0,
1277,29,41,237,61,42,5,
1278,28,30,228,61,37,1,
1279,26,22,214,44,36,1,
1280,74,236,594,286,94,6,
1281,86,262,689,286,119,2,
1282,36,53,294,113,43,1,
1283,28,26,228,51,39,0,
1284,40,78,325,96,63,2,
1285,27,29,221,48,38,7,
1286,42,69,336,269,48,7,
1287,159,318,1275,400,259,5,
1288,95,261,767,400,98,1,
1289,27,26,217,47,37,4,
1290,26,30,214,47,37,0,
1291,26,29,210,46,36,5,
1292,50,106,402,216,48,6,
1293,71,179,569,216,112,2,
1294,59,93,473,142,85,4,
1295,64,62,515,142,92,0,
1296,129,279,1038,348,182,2,
1297,45,40,366,88,60,7,
1298,114,280,919,510,130,6,
1299,139,437,1115,510,211,2,
1300,49,69,393,141,62,1,
1301,26,28,214,44,37,0,
1302,28,22,231,56,36,6,
1303,34,37,279,56,51,2,
1304,58,140,468,401,37,7,
1305,160,369,1280,442,216,6,
1306,183,450,1471,442,328,2,
1307,72,129,577,433,86,0,
1308,61,149,495,183,86,5,
1309,98,131,785,237,114,7,
1310,105,178,845,237,165,3,
1311,41,51,328,191,47,0,
1312,53,104,429,142,82,4,
1313,46,57,372,142,64,0,
1314,43,53,346,90,61,4,
1315,41,49,332,90,57,0,
1316,32,33,256,78,41,0,
1317,27,28,221,42,37,5,
1318,39,101,314,124,58,5,
1319,44,62,359,124,52,1,
1320,103,205,826,408,73,1,
1321,156,184,1248,303,232,4,
1322,155,189,1242,303,238,0,
1323,64,80,519,275,78,0,
1324,37,39,303,77,46,1,
1325,34,38,273,61,47,2,
1326,29,32,239,47,42,3,
1327,30,29,243,60,38,6,
1328,38,40,308,94,53,7,
1329,154,357,1233,479,192,7,
1330,187,394,1497,479,283,3,
1331,44,54,355,152,52,0,
1332,53,78,426,151,76,0,
1333,42,54,342,114,59,0,
1334,31,26,250,65,40,1,
1335,26,24,215,43,36,0,
1336,27,28,221,47,37,4,
1337,29,36,238,49,42,5,
1338,28,28,231,49,38,1,
1339,50,145,400,279,38,6,
1340,91,239,733,279,163,2,
1341,67,213,543,390,39,6,
1342,80,362,643,390,144,2,
1343,27,29,221,43,38,5,
1344,24,22,195,40,33,1,
1345,24,21,195,40,33,6,
1346,24,26,198,40,34,2,
1347,24,25,197,40,34,5,
1348,24,21,193,40,32,1,
1349,24,24,193,40,32,4,
1350,24,26,195,40,34,0,
1351,23,24,191,39,32,3,
1352,23,20,191,39,32,6,
1353,24,25,193,39,34,2,
1354,23,25,191,39,33,5,
1355,23,20,191,41,31,6,
1356,24,19,193,39,32,6,
1357,24,25,193,39,33,2,
1358,23,25,191,38,33,0,
1359,23,19,189,38,31,1,
1360,24,25,192,39,33,4,
1361,24,26,194,40,34,5,
1362,23,21,191,40,31,1,
1363,24,26,193,39,33,2,
1364,24,25,194,39,34,0,
1365,23,20,189,39,31,1,
1366,24,26,192,39,33,2,
1367,24,25,193,39,34,0,
1368,23,20,190,39,31,1,
1369,24,26,192,39,33,2,
1370,23,25,191,39,33,5,
1371,23,20,189,39,31,1,
1372,24,26,192,40,33,7,
1373,34,53,273,73,52,4,
1374,40,60,326,88,52,5,
1375,36,42,288,88,47,1,
1376,24,25,197,40,33,0,
1377,24,24,195,39,33,4,
1378,24,26,194,39,34,0,
1379,23,20,190,39,31,1,
1380,24,23,196,39,33,4,
1381,24,26,192,39,34,0,
1382,23,20,188,39,31,1,
1383,23,25,191,38,33,2,
1384,24,25,193,39,33,5,
1385,42,109,339,216,37,6,
1386,54,189,439,216,93,2,
1387,23,20,189,39,31,6,
1388,24,24,192,41,33,7,
1389,24,28,196,41,34,3,
1390,24,21,195,41,32,1,
1391,23,27,190,41,33,3,
1392,29,48,234,65,43,5,
1393,102,236,820,285,144,5,
1394,128,255,1027,348,133,6,
1395,78,317,630,348,138,2,
1396,27,26,219,47,38,3,
1397,28,24,230,48,38,4,
1398,46,69,368,248,45,7,
1399,90,178,724,248,149,3,
1400,90,90,727,258,107,7,
1401,160,257,1281,325,267,5,
1402,85,145,682,325,84,1,
1403,47,43,382,73,66,3,
1404,92,130,737,219,96,7,
1405,94,157,759,219,141,3,
1406,43,74,350,106,65,3,
1407,26,24,211,70,34,0,
1408,27,34,217,53,38,5,
1409,34,47,272,68,48,4,
1410,28,25,231,68,36,0,
1411,25,24,202,43,33,4,
1412,93,325,749,518,96,6,
1413,112,477,902,518,164,2,
1414,65,116,523,158,105,4,
1415,46,53,373,158,55,0,
1416,30,31,241,57,41,3,
1417,26,26,212,39,36,2,
1418,90,290,724,341,143,5,
1419,139,242,1118,476,108,6,
1420,198,442,1586,476,356,2,
1421,50,108,401,420,44,0,
1422,42,39,336,69,60,7,
1423,48,53,386,83,69,5,
1424,35,52,287,83,46,1,
1425,37,59,296,128,39,6,
1426,53,100,424,128,80,2,
1427,43,46,349,79,58,7,
1428,34,46,277,134,43,0,
1429,29,30,238,60,39,1,
1430,47,78,376,180,52,7,
1431,67,153,540,181,100,7,
1432,45,154,365,181,75,3,
1433,25,25,201,46,34,1,
1434,27,26,223,85,34,7,
1435,34,56,279,85,54,3,
1436,28,29,230,51,39,0,
1437,80,186,647,358,79,6,
1438,138,282,1110,358,218,2,
1439,113,356,908,409,187,4,
1440,54,226,434,255,91,3,
1441,111,348,892,396,174,4,
1442,99,127,792,396,127,0,
1443,29,36,234,114,35,0,
1444,30,36,240,61,40,4,
1445,36,44,293,74,51,4,
1446,55,121,446,161,89,4,
1447,37,43,300,161,41,0,
1448,25,25,205,45,35,4,
1449,39,76,312,150,42,6,
1450,61,119,488,177,90,7,
1451,145,293,1160,400,227,4,
1452,28,33,226,119,35,0,
1453,25,25,201,45,34,0,
1454,25,25,203,44,35,7,
1455,25,28,202,44,35,3,
1456,24,24,198,44,33,1,
1457,29,47,232,98,33,6,
1458,33,77,265,98,51,2,
1459,25,24,204,46,35,0,
1460,61,283,492,310,102,5,
1461,64,165,512,310,63,1,
1462,35,48,285,78,49,1,
1463,25,18,202,38,34,1,
1464,35,36,280,63,49,5,
1465,42,56,341,92,61,4,
1466,77,379,620,411,132,4,
1467,39,107,319,411,36,0,
1468,25,23,202,41,35,0,
1469,28,43,224,62,40,5,
1470,27,30,220,62,36,1,
1471,30,42,241,164,35,7,
1472,130,334,1046,405,212,7,
1473,201,361,1608,405,284,3,
1474,171,386,1372,490,260,4,
1475,60,131,484,490,43,0,
1476,70,146,567,267,87,1,
1477,74,143,593,197,85,6,
1478,79,150,635,197,115,2,
1479,30,37,247,57,40,2,
1480,27,28,219,47,37,2,
1481,27,26,222,51,37,7,
1482,30,39,240,51,45,3,
1483,34,35,276,115,40,7,
1484,178,547,1424,614,310,5,
1485,116,309,929,614,97,1,
1486,37,51,297,97,41,1,
1487,45,43,364,75,64,4,
1488,122,275,981,575,105,1,
1489,46,66,372,96,72,3,
1490,69,176,554,228,81,7,
1491,84,203,672,228,122,3,
1492,28,34,226,52,37,1,
1493,29,32,234,69,36,6,
1494,62,183,500,227,100,4,
1495,63,77,504,227,63,0,
1496,130,198,1044,268,205,5,
1497,108,222,864,268,135,1,
1498,52,127,417,174,65,1,
1499,29,23,234,47,40,7,
1500,275,509,2203,672,487,3,
1501,84,245,673,516,49,0,
1502,51,163,413,308,37,6,
1503,74,281,595,308,133,2,
1504,26,24,209,47,35,0,
1505,25,26,203,42,35,5,
1506,27,35,223,54,38,5,
1507,27,28,222,54,34,1,
1508,45,119,365,150,74,4,
1509,51,71,411,150,59,0,
1510,48,92,391,124,71,2,
1511,29,25,234,54,37,0,
1512,35,45,284,69,52,4,
1513,31,35,248,69,40,0,
1514,100,319,801,353,115,5,
1515,133,311,1068,353,196,1,
1516,60,83,487,194,62,6,
1517,89,175,713,198,154,4,
1518,41,58,328,198,47,0,
1519,31,35,249,64,40,1,
1520,25,25,202,46,35,4,
1521,65,155,524,253,72,6,
1522,121,279,972,441,138,6,
1523,98,396,791,441,169,2,
1524,106,364,852,421,161,2,
1525,44,48,353,78,63,2,
1526,93,351,746,394,129,5,
1527,131,221,1050,394,189,1,
1528,45,90,361,182,41,1,
1529,27,26,217,53,36,1,
1530,33,46,265,69,46,4,
1531,31,38,250,69,42,0,
1532,28,28,229,56,37,6,
1533,38,57,309,124,43,6,
1534,58,93,464,124,88,2,
1535,54,51,438,80,79,2,
1536,27,25,221,49,38,1,
1537,26,25,210,44,34,6,
1538,26,27,209,44,35,2,
1539,26,30,209,43,37,3,
1540,26,26,212,46,35,4,
1541,26,30,213,46,37,0,
1542,27,28,218,47,36,7,
1543,30,39,247,58,42,6,
1544,29,41,235,58,39,2,
1545,135,296,1084,392,180,6,
1546,146,317,1172,392,200,2,
1547,44,52,356,80,65,3,
1548,30,37,241,54,41,0,
1549,24,21,198,42,32,1,
1550,42,66,342,247,48,7,
1551,104,263,834,307,175,4,
1552,50,83,402,307,57,0,
1553,57,109,459,250,57,7,
1554,139,187,1112,250,222,3,
1555,78,162,627,243,91,1,
1556,36,35,294,57,50,2,
1557,33,32,265,53,45,2,
1558,41,92,328,124,60,4,
1559,46,51,372,124,64,0,
1560,84,147,678,307,71,6,
1561,174,327,1396,1064,186,7,
1562,273,899,2190,1064,485,3,
1563,151,156,1211,376,200,0,
1564,132,187,1061,253,207,2,
1565,43,65,344,245,38,0,
1566,53,77,424,120,86,4,
1567,42,39,337,120,56,0,
1568,35,48,285,74,47,5,
1569,40,40,322,116,51,7,
1570,49,78,396,116,72,3,
1571,39,48,319,77,55,2,
1572,75,171,600,363,97,0,
1573,116,229,933,316,160,5,
1574,160,268,1282,413,193,7,
1575,206,421,1650,449,283,5,
1576,153,389,1226,449,226,1,
1577,30,29,245,69,41,0,
1578,28,27,225,47,37,1,
1579,36,82,295,319,36,7,
1580,143,501,1145,570,269,4,
1581,67,156,536,570,51,0,
1582,73,109,584,178,96,6,
1583,78,134,628,178,108,2,
1584,104,419,834,466,187,3,
1585,59,91,475,169,86,0,
1586,37,43,301,118,39,0,
1587,47,121,383,156,75,4,
1588,35,41,282,156,43,0,
1589,26,25,214,46,37,7,
1590,26,25,209,46,36,3,
1591,26,19,208,40,35,3,
1592,27,26,220,51,36,7,
1593,31,31,250,56,44,7,
1594,30,32,241,56,41,3,
1595,45,57,363,130,57,6,
1596,53,139,427,172,78,2,
1597,27,22,216,50,36,0,
1598,30,28,244,77,37,7,
1599,60,117,487,343,53,7,
1600,168,342,1344,399,319,4,
1601,60,174,484,399,35,0,
1602,27,27,221,69,36,7,
1603,33,42,265,69,47,3,
1604,31,32,252,51,44,3,
1605,56,112,449,151,84,5,
1606,54,71,435,151,71,1,
1607,31,30,252,58,38,1,
1608,133,161,1065,241,198,5,
1609,106,180,849,241,152,1,
1610,34,52,279,90,46,0,
1611,34,41,273,74,46,1,
1612,27,27,221,53,35,0,
1613,32,43,261,71,47,4,
1614,40,46,324,82,52,6,
1615,40,52,322,82,56,2,
1616,28,27,229,55,39,0,
1617,49,110,394,201,56,6,
1618,57,173,457,201,80,2,
1619,40,99,321,128,60,3,
1620,51,115,414,205,69,0,
1621,27,21,217,43,36,1,
1622,75,270,605,488,63,6,
1623,109,452,874,488,160,2,
1624,193,748,1551,817,331,4,
1625,160,280,1283,817,197,0,
1626,118,148,949,237,188,3,
1627,43,55,348,216,45,0,
1628,57,118,460,335,45,7,
1629,131,306,1052,335,192,3,
1630,124,226,998,261,208,2,
1631,51,65,410,253,60,0,
1632,26,21,208,40,36,3,
1633,26,22,208,40,35,7,
1634,26,23,208,40,36,3,
1635,26,23,208,41,36,7,
1636,34,65,276,262,36,7,
1637,70,221,565,262,117,3,
1638,87,105,700,254,98,7,
1639,163,271,1307,343,269,5,
1640,166,377,1335,419,247,4,
1641,77,170,618,419,61,0,
1642,41,72,334,237,48,7,
1643,56,206,450,237,89,3,
1644,65,136,525,181,101,4,
1645,60,85,480,181,80,0,
1646,48,69,384,98,68,5,
1647,132,380,1058,443,158,5,
1648,163,340,1310,443,240,1,
1649,41,51,329,149,57,0,
1650,27,21,218,53,35,0,
1651,26,30,212,45,37,5,
1652,26,23,210,45,35,1,
1653,26,24,208,43,35,6,
1654,26,26,215,51,37,7,
1655,37,57,297,124,43,6,
1656,77,156,623,274,97,0,
1657,56,93,454,194,70,1,
1658,30,30,243,68,37,1,
1659,71,128,568,224,84,6,
1660,151,190,1209,257,233,5,
1661,75,174,605,257,82,1,
1662,39,58,316,93,60,4,
1663,31,31,255,93,40,0,
1664,27,27,223,92,35,7,
1665,53,101,429,146,71,6,
1666,58,104,469,146,87,2,
1667,42,51,337,76,55,6,
1668,43,126,346,155,65,4,
1669,84,175,676,229,107,4,
1670,86,183,691,229,120,0,
1671,100,153,801,223,166,4,
1672,72,151,583,223,89,0,
1673,39,70,317,136,47,1,
1674,66,129,532,165,89,5,
1675,75,90,600,165,100,1,
1676,76,215,608,405,52,6,
1677,182,384,1463,405,333,2,
1678,77,157,623,338,68,1,
1679,45,53,363,89,68,3,
1680,47,79,380,164,61,0,
1681,30,28,242,49,44,3,
1682,53,73,426,197,57,7,
1683,70,167,561,197,114,3,
1684,26,21,212,55,34,0,
1685,26,24,213,40,37,3,
1686,25,25,204,43,35,7,
1687,25,24,207,55,34,7,
1688,28,31,224,55,39,3,
1689,35,57,287,124,40,6,
1690,51,98,414,124,81,2,
1691,35,31,283,81,44,0,
1692,54,98,434,373,45,0,
1693,41,52,332,78,62,2,
1694,27,26,219,52,35,0,
1695,29,34,234,57,41,4,
1696,29,32,239,57,41,0,
1697,30,34,243,48,42,4,
1698,29,27,239,48,38,0,
1699,48,74,387,139,66,7,
1700,68,96,550,256,86,7,
1701,184,330,1478,435,297,5,
1702,125,309,1002,435,136,1,
1703,49,42,394,77,66,1,
1704,25,29,203,46,34,5,
1705,25,26,203,46,33,1,
1706,38,77,310,162,36,6,
1707,53,142,426,162,88,2,
1708,30,37,240,49,44,4,
1709,32,72,263,92,47,5,
1710,28,44,231,92,33,1,
1711,25,26,203,43,34,6,
1712,25,27,203,43,35,2,
1713,32,59,263,125,35,6,
1714,38,101,309,125,61,2,
1715,24,21,197,42,33,0,
1716,47,41,376,79,66,3,
1717,37,48,300,76,49,2,
1718,71,207,570,213,124,5,
1719,46,102,375,213,39,1,
1720,26,28,209,42,36,5,
1721,30,43,247,173,34,7,
1722,75,156,604,350,82,7,
1723,232,409,1856,511,396,4,
1724,163,220,1310,511,201,0,
1725,56,103,449,219,70,0,
1726,41,64,334,125,45,1,
1727,46,47,372,72,65,5,
1728,37,63,301,84,59,3,
1729,27,32,220,48,38,4,
1730,49,122,393,146,78,4,
1731,41,45,333,146,43,0,
1732,41,50,335,87,62,3,
1733,31,27,248,62,40,0,
1734,27,24,218,58,36,7,
1735,39,59,314,83,63,4,
1736,33,38,271,83,40,0,
1737,33,30,271,56,45,1,
1738,48,71,386,281,48,7,
1739,129,370,1037,418,222,5,
1740,111,181,891,323,135,0,
1741,83,107,670,226,89,0,
1742,125,184,1006,221,212,3,
1743,51,94,411,213,47,0,
1744,39,82,312,106,54,5,
1745,38,54,311,106,49,1,
1746,41,58,329,86,62,4,
1747,38,36,306,86,52,0,
1748,31,42,248,64,41,5,
1749,61,217,494,249,94,5,
1750,52,133,416,249,54,1,
1751,40,45,326,74,56,6,
1752,81,141,649,191,110,5,
1753,67,137,539,191,90,1,
1754,26,28,213,46,37,7,
