,0,1,2,3,4,5,6,7,8
4155,155,60,31,38,49,39,29,43,
4156,49,39,29,43,48,33,29,46,
4157,48,33,29,46,37,117,58,39,
4158,37,117,58,39,37,78,60,35,
4159,37,78,60,35,43,63,63,131,
4160,43,63,63,131,647,135,66,157,
4161,647,135,66,157,59,43,57,57,
4162,59,43,57,57,53,68,73,80,
4163,53,68,73,80,61,84,83,97,
4164,210,715,169,124,62,110,168,126,
4165,62,110,168,126,68,57,132,147,
4166,68,57,132,147,482,687,389,228,
4167,482,687,389,228,491,419,173,130,
4168,491,419,173,130,480,237,34,45,
4169,480,237,34,45,42,35,65,54,
4170,42,35,65,54,120,35,43,37,
4171,120,35,43,37,47,41,86,58,
4172,47,41,86,58,178,48,57,100,
4173,178,48,57,100,108,79,75,83,
4174,108,79,75,83,113,114,89,85,
4175,113,114,89,85,74,82,80,90,
4176,50,223,288,86,49,62,74,48,
4177,49,62,74,48,43,37,36,40,
4178,43,37,36,40,36,106,92,50,
4179,36,106,92,50,33,47,32,63,
4180,33,47,32,63,58,58,44,136,
4181,58,58,44,136,116,56,79,48,
4182,116,56,79,48,112,72,65,52,
4183,112,72,65,52,97,415,313,259,
4184,97,415,313,259,378,54,46,58,
4185,378,54,46,58,133,65,70,101,
4186,133,65,70,101,72,80,76,83,
4187,72,80,76,83,68,77,69,77,
4188,71,52,57,56,36,46,34,46,
4189,36,46,34,46,38,76,37,43,
4190,38,76,37,43,161,32,46,50,
4191,161,32,46,50,103,35,42,35,
4192,103,35,42,35,43,43,33,44,
4193,43,43,33,44,52,94,43,46,
4194,52,94,43,46,55,54,36,42,
4195,55,54,36,42,35,57,48,47,
4196,35,57,48,47,50,70,98,45,
4197,50,70,98,45,79,99,53,67,
4198,79,99,53,67,74,63,49,77,
4199,74,63,49,77,69,71,80,60,
4200,58,88,68,53,52,199,97,62,
4201,52,199,97,62,67,69,121,75,
4202,67,69,121,75,183,288,197,115,
4203,183,288,197,115,58,64,63,75,
4204,58,64,63,75,60,76,36,43,
4205,60,76,36,43,31,137,41,35,
4206,31,137,41,35,67,35,50,45,
4207,67,35,50,45,50,36,55,48,
4208,50,36,55,48,45,49,45,57,
4209,45,49,45,57,42,61,95,116,
4210,42,61,95,116,92,70,53,77,
4211,92,70,53,77,62,75,64,82,
4212,45,47,41,511,645,126,79,62,
4213,645,126,79,62,42,30,42,29,
4214,42,30,42,29,49,31,39,33,
4215,49,31,39,33,39,42,30,48,
4216,39,42,30,48,29,44,33,38,
4217,29,44,33,38,41,52,46,476,
4218,41,52,46,476,253,72,57,62,
4219,253,72,57,62,41,49,41,63,
4220,41,49,41,63,76,208,809,315,
4221,76,208,809,315,80,106,162,87,
4222,80,106,162,87,86,65,77,82,
4223,86,65,77,82,111,82,102,106,
4224,43,40,36,47,29,43,30,48,
4225,29,43,30,48,53,93,55,52,
4226,53,93,55,52,50,33,44,29,
4227,50,33,44,29,48,39,38,50,
4228,48,39,38,50,50,37,37,33,
4229,50,37,37,33,42,33,41,41,
4230,42,33,41,41,45,35,77,57,
4231,45,35,77,57,55,113,50,73,
4232,55,113,50,73,140,174,52,59,
4233,140,174,52,59,69,326,715,73,
4234,69,326,715,73,64,307,341,62,
4235,64,307,341,62,68,75,65,69,
4236,56,37,43,36,47,81,118,42,
4237,47,81,118,42,67,116,56,75,
4238,67,116,56,75,151,80,575,585,
4239,151,80,575,585,229,71,66,62,
4240,229,71,66,62,107,205,214,246,
4241,107,205,214,246,218,176,47,48,
4242,218,176,47,48,48,317,361,71,
4243,48,317,361,71,57,70,74,67,
4244,57,70,74,67,50,45,372,451,
4245,50,45,372,451,390,313,230,219,
4246,390,313,230,219,128,47,76,73,
4247,128,47,76,73,78,74,83,81,
4248,79,152,56,49,63,110,51,53,
4249,63,110,51,53,60,55,88,401,
4250,60,55,88,401,396,395,93,77,
4251,396,395,93,77,99,78,46,28,
4252,99,78,46,28,38,25,43,27,
4253,38,25,43,27,32,31,35,35,
4254,32,31,35,35,25,43,27,33,
4255,25,43,27,33,38,31,53,37,
4256,38,31,53,37,44,47,35,54,
4257,44,47,35,54,38,43,47,34,
4258,38,43,47,34,53,37,44,46,
4259,53,37,44,46,35,53,37,44,
4260,45,37,26,44,26,36,35,27,
4261,26,36,35,27,44,25,36,35,
4262,44,25,36,35,26,44,26,36,
4263,26,44,26,36,35,27,44,25,
4264,35,27,44,25,38,34,27,45,
4265,38,34,27,45,24,38,34,27,
4266,24,38,34,27,45,24,38,34,
4267,45,24,38,34,28,52,36,49,
4268,28,52,36,49,44,38,61,35,
4269,44,38,61,35,49,44,39,54,
4270,49,44,39,54,35,49,44,40,
4271,35,49,44,40,54,35,49,45,
4272,42,30,44,26,39,33,28,43,
4273,39,33,28,43,23,38,33,27,
4274,23,38,33,27,43,24,37,33,
4275,43,24,37,33,28,43,24,37,
4276,28,43,24,37,33,27,43,24,
4277,33,27,43,24,36,34,27,43,
4278,36,34,27,43,24,37,34,27,
4279,24,37,34,27,44,33,47,45,
4280,44,33,47,45,36,56,60,90,
4281,36,56,60,90,81,61,58,51,
4282,81,61,58,51,38,53,41,54,
4283,38,53,41,54,36,51,37,54,
4284,51,32,33,40,25,42,29,32,
4285,25,42,29,32,38,23,41,28,
4286,38,23,41,28,31,38,23,42,
4287,31,38,23,42,28,32,37,23,
4288,28,32,37,23,42,28,32,37,
4289,42,28,32,37,23,42,28,32,
4290,23,42,28,32,37,24,42,27,
4291,37,24,42,27,34,44,34,54,
4292,34,44,34,54,37,44,55,35,
4293,37,44,55,35,55,39,45,49,
4294,55,39,45,49,36,54,40,46,
4295,36,54,40,46,48,36,56,38,
4296,36,35,39,25,44,28,34,38,
4297,44,28,34,38,24,42,28,33,
4298,24,42,28,33,38,23,43,28,
4299,38,23,43,28,33,37,24,43,
4300,33,37,24,43,27,32,37,23,
4301,27,32,37,23,42,27,32,38,
4302,42,27,32,38,22,43,27,34,
4303,22,43,27,34,38,30,53,38,
4304,38,30,53,38,43,48,40,54,
4305,43,48,40,54,40,44,49,36,
4306,40,44,49,36,53,40,44,50,
4307,53,40,44,50,35,53,40,44,
4308,38,42,25,40,32,30,40,24,
4309,32,30,40,24,39,31,29,41,
4310,39,31,29,41,24,39,31,29,
4311,24,39,31,29,42,25,40,31,
4312,42,25,40,31,30,42,24,40,
4313,30,42,24,40,33,28,44,24,
4314,33,28,44,24,39,34,28,44,
4315,39,34,28,44,26,45,44,40,
4316,26,45,44,40,54,36,56,45,
4317,54,36,56,45,40,56,36,50,
4318,40,56,36,50,47,39,56,37,
4319,47,39,56,37,49,48,38,55,
4320,51,31,34,40,25,44,30,32,
4321,25,44,30,32,40,24,42,30,
4322,40,24,42,30,32,40,25,41,
4323,32,40,25,41,30,32,40,25,
4324,30,32,40,25,40,31,31,41,
4325,40,31,31,41,24,40,31,31,
4326,24,40,31,31,42,24,41,31,
4327,42,24,41,31,32,48,35,51,
4328,32,48,35,51,41,41,57,35,
4329,41,41,57,35,51,42,40,53,
4330,51,42,40,53,35,50,43,40,
4331,35,50,43,40,54,35,50,43,
4332,39,33,40,25,41,30,31,41,
4333,41,30,31,41,24,40,31,30,
4334,24,40,31,30,42,24,40,31,
4335,42,24,40,31,29,42,24,38,
4336,29,42,24,38,33,28,44,26,
4337,33,28,44,26,123,215,107,124,
4338,123,215,107,124,110,75,81,39,
4339,110,75,81,39,36,55,112,472,
4340,36,55,112,472,972,509,304,307,
4341,972,509,304,307,293,250,124,102,
4342,293,250,124,102,108,142,83,71,
4343,108,142,83,71,74,72,71,70,
4344,62,49,42,159,226,356,82,119,
4345,226,356,82,119,92,80,92,241,
4346,92,80,92,241,82,155,164,63,
4347,82,155,164,63,176,164,205,223,
4348,176,164,205,223,236,236,207,218,
4349,236,236,207,218,37,53,33,47,
4350,37,53,33,47,29,41,32,39,
4351,29,41,32,39,45,38,52,40,
4352,45,38,52,40,58,43,59,101,
4353,58,43,59,101,109,154,428,349,
4354,109,154,428,349,450,152,62,78,
4355,450,152,62,78,62,77,65,77,
4356,619,84,50,66,94,49,51,45,
4357,94,49,51,45,34,53,79,50,
4358,34,53,79,50,44,216,141,45,
4359,44,216,141,45,82,42,53,69,
4360,82,42,53,69,71,72,73,66,
4361,71,72,73,66,60,158,47,93,
4362,60,158,47,93,51,35,40,36,
4363,51,35,40,36,46,38,50,57,
4364,46,38,50,57,97,83,81,66,
4365,97,83,81,66,480,433,55,111,
4366,480,433,55,111,98,75,80,82,
4367,98,75,80,82,61,71,80,78,
4368,44,47,179,560,130,113,110,68,
4369,130,113,110,68,122,52,47,43,
4370,122,52,47,43,236,360,499,89,
4371,236,360,499,89,57,58,60,72,
4372,57,58,60,72,76,72,58,61,
4373,76,72,58,61,63,44,57,32,
4374,63,44,57,32,43,51,66,69,
4375,43,51,66,69,82,65,70,69,
4376,82,65,70,69,79,79,51,208,
4377,79,79,51,208,368,371,382,366,
4378,368,371,382,366,249,97,221,133,
4379,249,97,221,133,91,68,69,56,
4380,34,42,27,45,35,43,43,38,
4381,35,43,43,38,48,33,44,38,
4382,48,33,44,38,97,494,250,292,
4383,97,494,250,292,146,361,476,317,
4384,146,361,476,317,106,56,54,54,
4385,106,56,54,54,55,248,413,430,
4386,55,248,413,430,114,129,102,97,
4387,114,129,102,97,76,91,106,75,
4388,76,91,106,75,95,83,262,94,
4389,95,83,262,94,93,172,602,486,
4390,93,172,602,486,86,70,82,69,
4391,86,70,82,69,78,83,84,88,
4392,32,41,39,381,97,106,44,37,
4393,97,106,44,37,32,41,28,43,
4394,32,41,28,43,29,33,35,27,
4395,29,33,35,27,41,26,37,31,
4396,41,26,37,31,30,37,25,41,
4397,30,37,25,41,25,37,56,271,
4398,25,37,56,271,62,55,67,54,
4399,62,55,67,54,58,61,54,80,
4400,58,61,54,80,65,78,74,83,
4401,65,78,74,83,91,166,104,99,
4402,91,166,104,99,80,74,87,69,
4403,80,74,87,69,80,116,374,273,
4404,30,149,328,201,45,31,39,30,
4405,45,31,39,30,42,34,53,225,
4406,42,34,53,225,32,190,32,34,
4407,32,190,32,34,41,36,58,38,
4408,41,36,58,38,134,42,28,45,
4409,134,42,28,45,93,195,66,42,
4410,93,195,66,42,39,23,34,29,
4411,39,23,34,29,27,35,23,39,
4412,27,35,23,39,49,56,47,47,
4413,49,56,47,47,53,40,250,250,
4414,53,40,250,250,158,89,58,229,
4415,158,89,58,229,118,461,228,114,
4416,27,30,38,263,51,93,80,61,
4417,51,93,80,61,51,25,34,32,
4418,51,25,34,32,18,35,26,23,
4419,18,35,26,23,35,18,34,39,
4420,35,18,34,39,35,38,20,34,
4421,35,38,20,34,26,28,34,55,
4422,26,28,34,55,179,78,199,29,
4423,179,78,199,29,27,45,31,44,
4424,27,45,31,44,57,82,646,386,
4425,57,82,646,386,77,50,67,47,
4426,77,50,67,47,41,46,212,51,
4427,41,46,212,51,37,43,53,49,
4428,40,26,43,209,51,47,41,49,
4429,51,47,41,49,35,51,42,26,
4430,35,51,42,26,58,49,54,49,
4431,58,49,54,49,46,65,42,340,
4432,46,65,42,340,445,270,57,224,
4433,445,270,57,224,182,63,37,49,
4434,182,63,37,49,44,39,52,36,
4435,44,39,52,36,48,335,360,187,
4436,48,335,360,187,188,259,262,313,
4437,188,259,262,313,230,238,378,339,
4438,230,238,378,339,525,442,235,61,
4439,525,442,235,61,65,82,71,73,
4440,29,31,37,23,42,31,215,63,
4441,42,31,215,63,45,40,32,29,
4442,45,40,32,29,40,29,30,36,
4443,40,29,30,36,21,494,397,267,
4444,21,494,397,267,536,373,654,336,
4445,536,373,654,336,41,30,41,32,
4446,41,30,41,32,27,42,71,182,
4447,27,42,71,182,43,31,46,47,
4448,43,31,46,47,47,65,70,85,
4449,47,65,70,85,122,126,355,232,
4450,122,126,355,232,67,79,71,72,
4451,67,79,71,72,59,69,69,73,
4452,50,40,39,83,28,39,26,31,
4453,28,39,26,31,33,20,36,24,
4454,33,20,36,24,28,32,19,36,
4455,28,32,19,36,23,29,30,21,
4456,23,29,30,21,36,21,31,28,
4457,36,21,31,28,23,323,120,35,
4458,23,323,120,35,25,28,36,21,
4459,25,28,36,21,35,39,37,43,
4460,35,39,37,43,25,115,214,44,
4461,25,115,214,44,84,47,56,142,
4462,84,47,56,142,403,52,40,89,
4463,403,52,40,89,342,126,69,148,
4464,46,32,34,27,40,25,36,30,
4465,40,25,36,30,28,34,21,37,
4466,28,34,21,37,23,31,29,25,
4467,23,31,29,25,35,21,35,25,
4468,35,21,35,25,104,329,243,83,
4469,104,329,243,83,30,25,209,21,
4470,30,25,209,21,35,27,35,39,
4471,35,27,35,39,42,433,284,60,
4472,42,433,284,60,112,91,71,67,
4473,112,91,71,67,43,96,57,52,
4474,43,96,57,52,610,656,142,65,
4475,610,656,142,65,66,66,81,74,
4476,27,58,32,29,41,87,38,33,
4477,41,87,38,33,25,37,21,35,
4478,25,37,21,35,27,27,34,21,
4479,27,27,34,21,37,23,31,29,
4480,37,23,31,29,25,35,21,103,
4481,25,35,21,103,144,168,84,111,
4482,144,168,84,111,29,211,22,38,
4483,29,211,22,38,22,35,40,42,
4484,22,35,40,42,72,60,81,85,
4485,72,60,81,85,86,94,70,92,
4486,86,94,70,92,93,236,378,370,
4487,93,236,378,370,116,80,86,89,
4488,33,28,37,22,38,25,31,32,
4489,38,25,31,32,21,36,19,31,
4490,21,36,19,31,26,25,31,19,
4491,26,25,31,19,37,24,32,44,
4492,37,24,32,44,45,54,35,56,
4493,45,54,35,56,48,50,103,416,
4494,48,50,103,416,401,112,112,179,
4495,401,112,112,179,52,69,61,80,
4496,52,69,61,80,77,76,83,72,
4497,77,76,83,72,92,80,83,101,
4498,92,80,83,101,114,192,156,157,
4499,114,192,156,157,114,97,88,66,
4500,34,73,38,22,36,28,27,36,
4501,36,28,27,36,18,35,21,29,
4502,18,35,21,29,27,22,33,21,
4503,27,22,33,21,36,25,30,33,
4504,36,25,30,33,22,35,34,30,
4505,22,35,34,30,134,76,240,319,
4506,134,76,240,319,197,30,93,61,
4507,197,30,93,61,46,50,29,45,
4508,46,50,29,45,39,35,46,208,
4509,39,35,46,208,44,39,39,53,
4510,44,39,39,53,208,91,77,185,
4511,208,91,77,185,588,132,87,255,
4512,37,41,31,47,196,63,42,27,
4513,196,63,42,27,43,36,32,43,
4514,43,36,32,43,26,36,34,27,
4515,26,36,34,27,40,25,37,31,
4516,40,25,37,31,166,468,67,49,
4517,166,468,67,49,47,32,42,26,
4518,47,32,42,26,35,31,25,38,
4519,35,31,25,38,22,36,39,49,
4520,22,36,39,49,256,75,89,93,
4521,256,75,89,93,145,547,209,298,
4522,145,547,209,298,234,87,86,71,
4523,234,87,86,71,272,89,79,92,
4524,28,42,224,260,322,339,176,445,
4525,322,339,176,445,120,300,111,121,
4526,120,300,111,121,173,280,272,355,
4527,173,280,272,355,497,51,115,52,
4528,497,51,115,52,56,41,29,43,
4529,56,41,29,43,217,49,50,32,
4530,217,49,50,32,120,451,123,56,
4531,120,451,123,56,497,172,66,393,
4532,497,172,66,393,135,369,511,812,
4533,135,369,511,812,413,55,45,68,
4534,413,55,45,68,64,242,102,58,
4535,64,242,102,58,70,74,52,65,
4536,26,41,26,46,35,22,39,27,
4537,35,22,39,27,27,32,19,35,
4538,27,32,19,35,23,28,30,20,
4539,23,28,30,20,35,21,30,27,
4540,35,21,30,27,22,35,19,32,
4541,22,35,19,32,25,25,31,175,
4542,25,25,31,175,122,27,31,37,
4543,122,27,31,37,22,35,25,42,
4544,22,35,25,42,59,51,76,67,
4545,59,51,76,67,63,77,211,205,
4546,63,77,211,205,167,326,74,65,
4547,167,326,74,65,144,88,266,66,
4548,30,57,36,38,33,40,52,98,
4549,33,40,52,98,47,48,30,29,
4550,47,48,30,29,34,21,36,27,
4551,34,21,36,27,26,35,19,35,
4552,26,35,19,35,26,27,32,22,
4553,26,27,32,22,353,294,28,37,
4554,353,294,28,37,21,34,32,211,
4555,21,34,32,211,59,51,67,59,
4556,59,51,67,59,59,68,54,67,
4557,59,68,54,67,61,67,150,472,
4558,61,67,150,472,235,49,70,68,
4559,235,49,70,68,67,379,437,83,
4560,40,61,29,43,44,44,115,57,
4561,44,44,115,57,52,45,25,42,
4562,52,45,25,42,29,34,37,25,
4563,29,34,37,25,40,24,33,31,
4564,40,24,33,31,85,37,23,83,
4565,85,37,23,83,244,324,168,26,
4566,244,324,168,26,29,35,23,39,
4567,29,35,23,39,24,37,112,138,
4568,24,37,112,138,54,41,50,47,
4569,54,41,50,47,48,56,45,56,
4570,48,56,45,56,44,171,238,109,
4571,44,171,238,109,81,75,70,59,
4572,31,44,34,35,41,30,43,30,
4573,41,30,43,30,35,33,27,40,
4574,35,33,27,40,25,43,33,33,
4575,25,43,33,33,35,25,40,25,
4576,35,25,40,25,82,60,315,252,
4577,82,60,315,252,44,37,220,33,
4578,44,37,220,33,110,54,50,44,
4579,110,54,50,44,26,42,30,36,
4580,26,42,30,36,55,46,175,216,
4581,55,46,175,216,352,164,184,64,
4582,352,164,184,64,57,75,67,73,
4583,57,75,67,73,180,120,62,56,
4584,42,31,34,41,27,41,31,34,
4585,27,41,31,34,33,38,41,30,
4586,33,38,41,30,28,55,48,60,
4587,28,55,48,60,51,53,60,43,
4588,51,53,60,43,58,55,310,320,
4589,58,55,310,320,57,201,150,89,
4590,57,201,150,89,73,66,39,51,
4591,73,66,39,51,47,42,55,58,
4592,47,42,55,58,67,67,52,263,
4593,67,67,52,263,550,250,222,62,
4594,550,250,222,62,74,69,63,386,
4595,74,69,63,386,192,54,68,268,
4596,38,29,42,29,40,34,157,237,
4597,40,34,157,237,291,172,101,26,
4598,291,172,101,26,51,39,43,41,
4599,51,39,43,41,131,181,81,43,
4600,131,181,81,43,48,32,39,40,
4601,48,32,39,40,30,47,34,47,
4602,30,47,34,47,45,33,159,96,
4603,45,33,159,96,43,40,41,47,
4604,43,40,41,47,121,81,96,85,
4605,121,81,96,85,277,256,343,265,
4606,277,256,343,265,55,38,58,63,
4607,55,38,58,63,43,57,47,52,
4608,27,40,63,192,222,385,270,282,
4609,222,385,270,282,437,277,255,407,
4610,437,277,255,407,309,401,320,292,
4611,309,401,320,292,411,399,34,39,
4612,411,399,34,39,42,214,44,33,
4613,42,214,44,33,35,38,25,40,
4614,35,38,25,40,177,61,46,29,
4615,177,61,46,29,46,41,39,45,
4616,46,41,39,45,38,79,122,171,
4617,38,79,122,171,91,278,766,416,
4618,91,278,766,416,99,62,76,72,
4619,99,62,76,72,144,82,89,73,
4620,39,52,37,40,36,44,70,87,
4621,36,44,70,87,52,49,27,32,
4622,52,49,27,32,34,20,36,25,
4623,34,20,36,25,27,32,19,35,
4624,27,32,19,35,23,28,31,20,
4625,23,28,31,20,97,42,31,27,
4626,97,42,31,27,23,35,31,44,
4627,23,35,31,44,29,42,210,22,
4628,29,42,210,22,125,339,85,50,
4629,125,339,85,50,60,41,51,42,
4630,60,41,51,42,42,52,37,54,
4631,42,52,37,54,428,61,78,78,
4632,48,32,44,41,36,24,41,29,
4633,36,24,41,29,28,34,20,36,
4634,28,34,20,36,26,27,33,32,
4635,26,27,33,32,31,105,51,49,
4636,31,105,51,49,238,361,140,41,
4637,238,361,140,41,25,39,44,60,
4638,25,39,44,60,50,57,62,51,
4639,50,57,62,51,60,60,50,64,
4640,60,60,50,64,53,57,67,52,
4641,53,57,67,52,67,72,114,646,
4642,67,72,114,646,298,75,109,104,
4643,298,75,109,104,102,100,84,78,
4644,27,49,33,29,41,26,35,33,
4645,41,26,35,33,25,37,21,33,
4646,25,37,21,33,29,24,36,21,
4647,29,24,36,21,207,132,27,36,
4648,207,132,27,36,20,34,32,40,
4649,20,34,32,40,60,91,67,65,
4650,60,91,67,65,43,60,53,42,
4651,43,60,53,42,55,47,58,169,
4652,55,47,58,169,131,394,341,112,
4653,131,394,341,112,78,240,69,82,
4654,78,240,69,82,64,66,63,55,
4655,64,66,63,55,75,105,82,90,
4656,38,35,92,43,52,49,69,49,
4657,52,49,69,49,52,52,53,61,
4658,52,52,53,61,43,48,145,64,
4659,43,48,145,64,59,46,201,217,
4660,59,46,201,217,49,60,45,54,
4661,49,60,45,54,53,44,58,42,
4662,53,44,58,42,53,50,46,58,
4663,53,50,46,58,44,51,58,47,
4664,44,51,58,47,67,62,299,225,
4665,67,62,299,225,307,103,94,94,
4666,307,103,94,94,80,87,270,72,
4667,80,87,270,72,94,87,101,96,
4668,40,35,42,52,113,53,53,43,
4669,113,53,53,43,24,38,24,31,
4670,24,38,24,31,33,21,53,46,
4671,33,21,53,46,48,52,39,56,
4672,48,52,39,56,43,338,463,122,
4673,43,338,463,122,108,110,276,135,
4674,108,110,276,135,40,48,50,187,
4675,40,48,50,187,59,44,55,54,
4676,59,44,55,54,47,59,44,61,
4677,47,59,44,61,85,70,180,690,
4678,85,70,180,690,308,77,83,110,
4679,308,77,83,110,94,274,94,85,
4680,51,48,57,42,58,267,57,445,
4681,58,267,57,445,421,90,77,73,
4682,421,90,77,73,51,64,58,112,
4683,51,64,58,112,358,190,284,326,
4684,358,190,284,326,168,61,66,50,
4685,168,61,66,50,67,57,56,66,
4686,67,57,56,66,49,64,57,54,
4687,49,64,57,54,65,49,63,57,
4688,65,49,63,57,55,67,58,75,
4689,55,67,58,75,66,67,73,61,
4690,66,67,73,61,83,302,356,68,
4691,83,302,356,68,96,83,70,85,
4692,46,29,33,221,332,377,159,111,
4693,332,377,159,111,128,117,129,130,
4694,128,117,129,130,126,212,253,714,
4695,126,212,253,714,668,192,155,144,
4696,668,192,155,144,41,39,40,24,
4697,41,39,40,24,38,39,28,41,
4698,38,39,28,41,91,411,232,128,
4699,91,411,232,128,132,156,143,89,
4700,132,156,143,89,39,28,48,66,
4701,39,28,48,66,579,88,60,51,
4702,579,88,60,51,60,69,274,97,
4703,60,69,274,97,88,83,97,77,
4704,30,46,52,33,38,25,40,32,
4705,38,25,40,32,28,39,23,34,
4706,28,39,23,34,32,22,38,25,
4707,32,22,38,25,186,202,105,31,
4708,186,202,105,31,35,21,163,40,
4709,35,21,163,40,47,58,43,57,
4710,47,58,43,57,53,47,61,43,
4711,53,47,61,43,43,52,38,58,
4712,43,52,38,58,51,65,76,64,
4713,51,65,76,64,252,315,237,69,
4714,252,315,237,69,59,63,87,89,
4715,59,63,87,89,95,124,138,112,
4716,42,33,36,25,41,29,33,38,
4717,41,29,33,38,22,38,27,30,
4718,22,38,27,30,34,22,39,24,
4719,34,22,39,24,30,32,21,176,
4720,30,32,21,176,40,31,34,20,
4721,40,31,34,20,47,298,173,40,
4722,47,298,173,40,54,98,49,49,
4723,54,98,49,49,31,32,40,26,
4724,31,32,40,26,38,36,35,155,
4725,38,36,35,155,184,173,429,200,
4726,184,173,429,200,44,53,237,66,
4727,44,53,237,66,66,65,73,54,
4728,26,40,29,33,35,26,41,27,
4729,35,26,41,27,34,30,25,38,
4730,34,30,25,38,22,31,32,21,
4731,22,31,32,21,49,152,395,266,
4732,49,152,395,266,50,37,182,45,
4733,50,37,182,45,47,60,57,42,
4734,47,60,57,42,50,50,45,465,
4735,50,50,45,465,450,260,309,68,
4736,450,260,309,68,60,56,81,87,
4737,60,56,81,87,541,221,209,468,
4738,541,221,209,468,301,75,71,542,
4739,301,75,71,542,72,78,80,91,
4740,28,38,30,29,36,42,42,36,
4741,36,42,42,36,25,28,34,21,
4742,25,28,34,21,30,47,40,55,
4743,30,47,40,55,53,39,55,50,
4744,53,39,55,50,43,56,187,119,
4745,43,56,187,119,60,63,48,46,
4746,60,63,48,46,50,44,49,46,
4747,50,44,49,46,122,69,69,202,
4748,122,69,69,202,291,271,368,273,
4749,291,271,368,273,303,264,150,69,
4750,303,264,150,69,78,79,63,63,
4751,78,79,63,63,94,87,89,71,
4752,39,40,34,39,24,35,38,23,
4753,24,35,38,23,33,34,21,33,
4754,33,34,21,33,33,22,35,31,
4755,33,22,35,31,22,35,30,23,
4756,22,35,30,23,35,83,635,717,
4757,35,83,635,717,668,325,427,35,
4758,668,325,427,35,29,41,40,26,
4759,29,41,40,26,37,40,170,34,
4760,37,40,170,34,36,27,30,37,
4761,36,27,30,37,28,32,39,42,
4762,28,32,39,42,50,64,97,158,
4763,50,64,97,158,224,308,136,126,
4764,41,31,58,188,28,40,43,31,
4765,28,40,43,31,42,42,31,38,
4766,42,42,31,38,43,45,59,232,
4767,43,45,59,232,239,344,393,126,
4768,239,344,393,126,49,55,68,60,
4769,49,55,68,60,212,64,57,46,
4770,212,64,57,46,64,66,52,62,
4771,64,66,52,62,64,50,60,64,
4772,64,50,60,64,51,68,71,61,
4773,51,68,71,61,71,263,118,78,
4774,71,263,118,78,72,86,146,101,
4775,72,86,146,101,100,92,84,92,
4776,38,24,38,40,30,69,271,37,
4777,30,69,271,37,56,35,107,67,
4778,56,35,107,67,59,52,34,45,
4779,59,52,34,45,39,545,172,194,
4780,39,545,172,194,180,213,199,383,
4781,180,213,199,383,781,392,419,40,
4782,781,392,419,40,38,231,45,32,
4783,38,231,45,32,103,42,32,36,
4784,103,42,32,36,46,63,55,61,
4785,46,63,55,61,64,192,232,111,
4786,64,192,232,111,98,48,61,68,
4787,98,48,61,68,67,73,216,75,
4788,37,44,33,55,26,34,37,32,
4789,26,34,37,32,36,34,107,49,
4790,36,34,107,49,48,38,25,35,
4791,48,38,25,35,31,24,36,29,
4792,31,24,36,29,29,176,30,31,
4793,29,176,30,31,39,154,33,36,
4794,39,154,33,36,25,37,34,27,
4795,25,37,34,27,38,29,27,35,
4796,38,29,27,35,29,45,64,56,
4797,29,45,64,56,66,65,59,99,
4798,66,65,59,99,518,121,38,76,
4799,518,121,38,76,394,41,67,57,
4800,38,39,39,51,33,27,38,31,
4801,33,27,38,31,26,36,27,27,
4802,26,36,27,27,35,26,29,35,
4803,35,26,29,35,24,31,34,29,
4804,24,31,34,29,35,211,270,81,
4805,35,211,270,81,199,48,156,72,
4806,199,48,156,72,38,25,33,37,
4807,38,25,33,37,29,30,38,30,
4808,29,30,38,30,29,35,34,23,
4809,29,35,34,23,38,51,114,444,
4810,38,51,114,444,211,47,64,75,
4811,211,47,64,75,67,70,73,66,
4812,38,27,32,38,27,32,38,26,
4813,27,32,38,26,30,36,22,32,
4814,30,36,22,32,33,199,33,29,
4815,33,199,33,29,22,34,28,22,
4816,22,34,28,22,34,27,23,34,
4817,34,27,23,34,25,26,33,23,
4818,25,26,33,23,28,34,21,36,
4819,28,34,21,36,38,25,89,150,
4820,38,25,89,150,149,240,274,253,
4821,149,240,274,253,261,76,79,62,
4822,261,76,79,62,64,66,60,52,
4823,64,66,60,52,49,40,42,49,
4824,37,30,41,38,29,40,35,28,
4825,29,40,35,28,48,44,40,46,
4826,48,44,40,46,354,25,36,27,
4827,354,25,36,27,24,34,26,25,
4828,24,34,26,25,39,24,26,34,
4829,39,24,26,34,145,157,35,104,
4830,145,157,35,104,611,384,37,53,
4831,611,384,37,53,54,55,51,48,
4832,54,55,51,48,335,105,51,148,
4833,335,105,51,148,332,459,107,80,
4834,332,459,107,80,68,71,46,54,
4835,68,71,46,54,66,127,123,71,
4836,50,86,34,30,40,33,30,39,
4837,40,33,30,39,28,30,36,25,
4838,28,30,36,25,32,35,23,35,
4839,32,35,23,35,33,196,436,503,
4840,33,196,436,503,369,94,294,153,
4841,369,94,294,153,46,31,40,36,
4842,46,31,40,36,28,39,39,26,
4843,28,39,39,26,40,36,24,37,
4844,40,36,24,37,36,27,69,64,
4845,36,27,69,64,36,52,217,411,
4846,36,52,217,411,66,81,110,53,
4847,66,81,110,53,61,55,59,77,
4848,221,44,69,32,29,39,32,29,
4849,29,39,32,29,37,30,27,37,
4850,37,30,27,37,27,29,36,24,
4851,27,29,36,24,31,35,22,32,
4852,31,35,22,32,33,21,36,30,
4853,33,21,36,30,23,36,27,26,
