,0,1,2,3,4,5,6,7,8
7941,33,19,27,26,25,151,106,30,
7942,25,151,106,30,46,40,39,53,
7943,46,40,39,53,54,41,48,109,
7944,36,23,36,21,28,27,19,33,
7945,28,27,19,33,19,27,38,88,
7946,19,27,38,88,33,41,67,50,
7947,33,41,67,50,20,34,25,27,
7948,20,34,25,27,32,21,41,25,
7949,32,21,41,25,23,32,18,29,
7950,23,32,18,29,27,19,33,20,
7951,27,19,33,20,26,28,196,33,
7952,26,28,196,33,22,24,30,18,
7953,22,24,30,18,34,42,78,70,
7954,34,42,78,70,66,126,95,81,
7955,66,126,95,81,65,56,68,56,
7956,25,30,24,33,22,30,250,42,
7957,22,30,250,42,30,25,22,33,
7958,30,25,22,33,21,26,28,19,
7959,21,26,28,19,32,29,135,61,
7960,32,29,135,61,361,546,371,62,
7961,361,546,371,62,34,26,62,173,
7962,34,26,62,173,25,34,18,29,
7963,25,34,18,29,28,19,33,35,
7964,28,19,33,35,36,36,23,35,
7965,36,36,23,35,40,60,38,299,
7966,40,60,38,299,225,212,124,48,
7967,225,212,124,48,62,65,51,61,
7968,28,29,35,22,335,329,168,31,
7969,335,329,168,31,37,22,36,163,
7970,37,22,36,163,72,46,30,78,
7971,72,46,30,78,41,26,254,441,
7972,41,26,254,441,577,285,51,46,
7973,577,285,51,46,42,52,131,426,
7974,42,52,131,426,476,238,61,54,
7975,476,238,61,54,51,65,52,55,
7976,51,65,52,55,57,50,69,60,
7977,57,50,69,60,112,435,232,76,
7978,112,435,232,76,109,114,122,123,
7979,109,114,122,123,105,106,89,108,
7980,19,33,27,232,472,144,68,28,
7981,472,144,68,28,25,33,32,31,
7982,25,33,32,31,25,24,35,19,
7983,25,24,35,19,46,28,19,33,
7984,46,28,19,33,20,26,28,20,
7985,20,26,28,20,33,19,28,25,
7986,33,19,28,25,46,48,120,43,
7987,46,48,120,43,48,34,49,46,
7988,48,34,49,46,64,73,67,227,
7989,64,73,67,227,309,270,245,143,
7990,309,270,245,143,71,54,74,87,
7991,71,54,74,87,116,199,92,242,
7992,127,24,85,32,45,38,44,40,
7993,45,38,44,40,45,37,37,30,
7994,45,37,37,30,32,33,29,35,
7995,32,33,29,35,113,228,151,37,
7996,113,228,151,37,29,33,126,41,
7997,29,33,126,41,53,50,53,51,
7998,53,50,53,51,53,50,54,48,
7999,53,50,54,48,80,71,39,46,
8000,80,71,39,46,47,31,51,28,
8001,47,31,51,28,43,28,43,138,
8002,43,28,43,138,144,33,64,56,
8003,144,33,64,56,71,65,66,42,
8004,19,30,26,48,176,150,45,19,
8005,176,150,45,19,31,32,18,29,
8006,31,32,18,29,25,23,32,18,
8007,25,23,32,18,28,25,21,287,
8008,28,25,21,287,220,26,28,18,
8009,220,26,28,18,34,22,28,30,
8010,34,22,28,30,23,35,21,28,
8011,23,35,21,28,25,22,30,20,
8012,25,22,30,20,30,22,25,28,
8013,30,22,25,28,19,34,19,26,
8014,19,34,19,26,25,34,119,35,
8015,25,34,119,35,52,47,44,53,
8016,32,19,227,30,19,30,24,28,
8017,19,30,24,28,40,37,57,51,
8018,40,37,57,51,49,58,34,61,
8019,49,58,34,61,64,46,40,21,
8020,64,46,40,21,398,106,29,37,
8021,398,106,29,37,24,30,32,41,
8022,24,30,32,41,39,24,25,30,
8023,39,24,25,30,21,36,22,24,
8024,21,36,22,24,31,32,217,200,
8025,31,32,217,200,343,119,261,111,
8026,343,119,261,111,77,128,244,64,
8027,77,128,244,64,40,61,55,40,
8028,25,31,19,33,26,193,430,22,
8029,26,193,430,22,28,29,21,37,
8030,28,29,21,37,28,27,216,23,
8031,28,27,216,23,34,49,248,204,
8032,34,49,248,204,58,32,35,20,
8033,58,32,35,20,31,28,34,53,
8034,31,28,34,53,85,49,31,27,
8035,85,49,31,27,36,28,29,36,
8036,36,28,29,36,24,45,55,48,
8037,24,45,55,48,60,42,167,290,
8038,60,42,167,290,323,360,308,89,
8039,323,360,308,89,61,78,72,83,
8040,23,37,26,30,57,276,36,31,
8041,57,276,36,31,177,221,93,57,
8042,177,221,93,57,54,27,39,28,
8043,54,27,39,28,31,38,24,39,
8044,31,38,24,39,30,27,41,30,
8045,30,27,41,30,119,269,38,219,
8046,119,269,38,219,44,33,50,42,
8047,44,33,50,42,39,47,35,188,
8048,39,47,35,188,225,301,370,499,
8049,225,301,370,499,352,381,76,92,
8050,352,381,76,92,79,78,89,92,
8051,79,78,89,92,78,88,80,73,
8052,33,32,241,46,66,38,22,137,
8053,66,38,22,137,78,26,42,24,
8054,78,26,42,24,30,33,63,370,
8055,30,33,63,370,383,344,207,194,
8056,383,344,207,194,35,78,70,51,
8057,35,78,70,51,40,202,39,25,
8058,40,202,39,25,31,32,22,36,
8059,31,32,22,36,27,25,34,22,
8060,27,25,34,22,36,88,178,83,
8061,36,88,178,83,36,342,481,562,
8062,36,342,481,562,534,44,29,47,
8063,534,44,29,47,46,150,457,266,
8064,28,30,20,34,25,27,33,19,
8065,25,27,33,19,33,26,24,34,
8066,33,26,24,34,20,30,27,23,
8067,20,30,27,23,35,19,30,28,
8068,35,19,30,28,22,34,21,29,
8069,22,34,21,29,28,22,115,23,
8070,28,22,115,23,27,30,20,147,
8071,27,30,20,147,24,28,33,22,
8072,24,28,33,22,35,28,30,34,
8073,35,28,30,34,105,416,53,30,
8074,105,416,53,30,43,48,324,102,
8075,43,48,324,102,97,269,88,75,
8076,37,24,30,33,22,37,25,29,
8077,22,37,25,29,32,21,36,24,
8078,32,21,36,24,28,32,22,36,
8079,28,32,22,36,24,27,30,19,
8080,24,27,30,19,35,21,28,68,
8081,35,21,28,68,278,260,153,97,
8082,278,260,153,97,53,46,28,28,
8083,53,46,28,28,41,29,223,44,
8084,41,29,223,44,36,49,33,47,
8085,36,49,33,47,231,193,306,339,
8086,231,193,306,339,53,59,75,230,
8087,53,59,75,230,72,68,57,76,
8088,23,44,26,29,34,23,36,33,
8089,34,23,36,33,27,39,26,31,
8090,27,39,26,31,33,24,37,24,
8091,33,24,37,24,30,32,26,44,
8092,30,32,26,44,31,37,37,27,
8093,31,37,37,27,272,399,58,35,
8094,272,399,58,35,151,184,53,37,
8095,151,184,53,37,34,42,29,41,
8096,34,42,29,41,38,41,57,40,
8097,38,41,57,40,45,52,47,169,
8098,45,52,47,169,449,302,47,54,
8099,449,302,47,54,64,73,94,91,
8100,27,32,23,39,26,25,34,20,
8101,26,25,34,20,31,27,22,34,
8102,31,27,22,34,19,31,26,24,
8103,19,31,26,24,34,19,32,26,
8104,34,19,32,26,24,40,36,59,
8105,24,40,36,59,34,30,41,35,
8106,34,30,41,35,37,98,62,364,
8107,37,98,62,364,156,40,43,27,
8108,156,40,43,27,36,37,29,177,
8109,36,37,29,177,327,221,125,348,
8110,327,221,125,348,423,50,39,60,
8111,423,50,39,60,63,52,92,62,
8112,24,32,32,25,38,25,31,35,
8113,38,25,31,35,22,37,28,28,
8114,22,37,28,28,35,23,35,26,
8115,35,23,35,26,28,33,23,36,
8116,28,33,23,36,27,32,46,33,
8117,27,32,46,33,44,85,163,143,
8118,44,85,163,143,108,73,58,48,
8119,108,73,58,48,32,45,39,59,
8120,32,45,39,59,46,33,43,29,
8121,46,33,43,29,37,52,130,131,
8122,37,52,130,131,185,118,546,46,
8123,185,118,546,46,50,49,43,47,
8124,31,36,29,41,28,321,45,25,
8125,28,321,45,25,37,32,28,37,
8126,37,32,28,37,24,35,28,24,
8127,24,35,28,24,204,24,35,34,
8128,204,24,35,34,24,38,223,201,
8129,24,38,223,201,48,40,51,42,
8130,48,40,51,42,48,104,71,51,
8131,48,104,71,51,33,31,40,25,
8132,33,31,40,25,45,56,225,64,
8133,45,56,225,64,61,55,64,102,
8134,61,55,64,102,274,372,320,385,
8135,274,372,320,385,38,55,58,55,
8136,32,26,39,272,75,34,23,36,
8137,75,34,23,36,25,28,81,156,
8138,25,28,81,156,35,26,32,37,
8139,35,26,32,37,23,36,29,28,
8140,23,36,29,28,81,532,309,382,
8141,81,532,309,382,393,53,22,34,
8142,393,53,22,34,203,30,44,22,
8143,203,30,44,22,33,34,36,55,
8144,33,34,36,55,45,65,79,73,
8145,45,65,79,73,79,368,546,189,
8146,79,368,546,189,90,96,188,78,
8147,90,96,188,78,83,62,58,181,
8148,30,27,35,22,32,28,25,34,
8149,32,28,25,34,21,33,26,27,
8150,21,33,26,27,32,21,35,24,
8151,32,21,35,24,28,31,22,36,
8152,28,31,22,36,22,30,29,24,
8153,22,30,29,24,37,23,35,29,
8154,37,23,35,29,26,33,21,36,
8155,26,33,21,36,23,226,289,30,
8156,23,226,289,30,43,32,37,48,
8157,43,32,37,48,40,173,148,451,
8158,40,173,148,451,330,464,429,83,
8159,330,464,429,83,65,55,68,63,
8160,31,26,34,21,33,28,25,34,
8161,33,28,25,34,21,33,25,28,
8162,21,33,25,28,31,21,35,24,
8163,31,21,35,24,28,31,41,57,
8164,28,31,41,57,44,52,50,42,
8165,44,52,50,42,35,176,232,52,
8166,35,176,232,52,186,65,76,64,
8167,186,65,76,64,70,68,62,81,
8168,70,68,62,81,72,79,77,71,
8169,72,79,77,71,81,75,86,119,
8170,81,75,86,119,234,450,89,59,
8171,234,450,89,59,84,189,117,78,
8172,36,27,60,35,22,33,29,25,
8173,22,33,29,25,36,21,32,29,
8174,36,21,32,29,24,36,22,32,
8175,24,36,22,32,28,25,35,22,
8176,28,25,35,22,34,50,47,56,
8177,34,50,47,56,35,297,180,43,
8178,35,297,180,43,142,43,38,35,
8179,142,43,38,35,25,61,75,74,
8180,25,61,75,74,96,91,103,100,
8181,96,91,103,100,71,73,286,149,
8182,71,73,286,149,441,389,454,195,
8183,441,389,454,195,33,54,79,79,
8184,37,21,31,30,23,36,23,29,
8185,23,36,23,29,30,23,35,29,
8186,30,23,35,29,32,99,52,43,
8187,32,99,52,43,23,134,33,22,
8188,23,134,33,22,36,26,27,34,
8189,36,26,27,34,21,33,26,26,
8190,21,33,26,26,34,21,34,27,
8191,34,21,34,27,26,34,22,405,
8192,26,34,22,405,75,30,42,35,
8193,75,30,42,35,40,43,139,344,
8194,40,43,139,344,537,65,46,200,
8195,537,65,46,200,80,67,63,92,
8196,38,21,60,35,28,40,27,35,
8197,28,40,27,35,39,34,44,30,
8198,39,34,44,30,39,33,32,39,
8199,39,33,32,39,26,40,36,39,
8200,26,40,36,39,41,63,86,26,
8201,41,63,86,26,381,191,237,125,
8202,381,191,237,125,75,63,49,35,
8203,75,63,49,35,37,222,37,47,
8204,37,222,37,47,46,47,55,40,
8205,46,47,55,40,51,46,44,97,
8206,51,46,44,97,327,327,177,84,
8207,327,327,177,84,116,89,86,101,
8208,30,36,27,224,47,161,142,88,
8209,47,161,142,88,151,269,108,34,
8210,151,269,108,34,30,24,35,23,
8211,30,24,35,23,29,31,22,35,
8212,29,31,22,35,23,152,269,136,
8213,23,152,269,136,22,35,28,25,
8214,22,35,28,25,36,22,31,32,
8215,36,22,31,32,24,40,26,39,
8216,24,40,26,39,161,450,471,351,
8217,161,450,471,351,84,100,73,82,
8218,84,100,73,82,53,72,101,458,
8219,53,72,101,458,529,73,67,79,
8220,31,34,24,40,35,35,285,100,
8221,35,35,285,100,56,155,21,35,
8222,56,155,21,35,27,26,36,55,
8223,27,26,36,55,177,28,30,32,
8224,177,28,30,32,370,525,554,207,
8225,370,525,554,207,48,20,40,29,
8226,48,20,40,29,40,33,24,42,
8227,40,33,24,42,31,39,40,29,
8228,31,39,40,29,215,61,66,72,
8229,215,61,66,72,57,70,68,65,
8230,57,70,68,65,85,420,518,292,
8231,85,420,518,292,42,61,94,227,
8232,28,32,21,35,26,27,33,23,
8233,26,27,33,23,37,27,29,34,
8234,37,27,29,34,25,36,25,28,
8235,25,36,25,28,32,21,36,22,
8236,32,21,36,22,30,29,24,35,
8237,30,29,24,35,21,306,29,26,
8238,21,306,29,26,34,54,37,37,
8239,34,54,37,37,40,61,25,42,
8240,40,61,25,42,136,38,43,33,
8241,136,38,43,33,49,34,220,43,
8242,49,34,220,43,42,304,690,76,
8243,42,304,690,76,48,130,79,70,
8244,29,23,34,27,31,90,58,44,
8245,31,90,58,44,22,37,34,22,
8246,22,37,34,22,37,27,24,34,
8247,37,27,24,34,20,30,26,23,
8248,20,30,26,23,34,19,31,25,
8249,34,19,31,25,24,247,302,187,
8250,24,247,302,187,43,19,31,54,
8251,43,19,31,54,29,47,38,39,
8252,29,47,38,39,44,49,69,62,
8253,44,49,69,62,65,71,59,76,
8254,65,71,59,76,340,285,174,46,
8255,340,285,174,46,53,66,68,437,
8256,39,34,46,26,34,74,38,51,
8257,34,74,38,51,47,42,54,38,
8258,47,42,54,38,46,45,40,49,
8259,46,45,40,49,37,95,171,58,
8260,37,95,171,58,39,29,50,249,
8261,39,29,50,249,42,40,29,193,
8262,42,40,29,193,430,187,54,38,
8263,430,187,54,38,37,45,40,58,
8264,37,45,40,58,111,55,66,57,
8265,111,55,66,57,83,68,53,69,
8266,83,68,53,69,81,216,141,51,
8267,81,216,141,51,52,56,87,155,
8268,33,24,35,22,28,29,21,35,
8269,28,29,21,35,21,29,28,22,
8270,21,29,28,22,34,20,30,27,
8271,34,20,30,27,24,34,102,30,
8272,24,34,102,30,29,22,34,21,
8273,29,22,34,21,30,27,23,34,
8274,30,27,23,34,19,32,25,34,
8275,19,32,25,34,44,94,67,79,
8276,44,94,67,79,79,73,142,123,
8277,79,73,142,123,245,468,567,315,
8278,245,468,567,315,60,45,37,55,
8279,60,45,37,55,86,100,212,259,
8280,26,30,33,20,32,27,21,34,
8281,32,27,21,34,20,29,27,21,
8282,20,29,27,21,34,19,29,26,
8283,34,19,29,26,22,33,19,29,
8284,22,33,19,29,25,23,32,204,
8285,25,23,32,204,43,31,245,142,
8286,43,31,245,142,77,94,45,32,
8287,77,94,45,32,42,33,214,57,
8288,42,33,214,57,51,47,39,39,
8289,51,47,39,39,47,33,38,42,
8290,47,33,38,42,41,69,330,653,
8291,41,69,330,653,397,460,253,60,
8292,23,36,24,29,32,67,706,115,
8293,32,67,706,115,49,47,23,29,
8294,49,47,23,29,30,19,34,24,
8295,30,19,34,24,25,33,19,30,
8296,25,33,19,30,27,20,34,20,
8297,27,20,34,20,27,29,19,33,
8298,27,29,19,33,21,25,30,18,
8299,21,25,30,18,33,24,27,29,
8300,33,24,27,29,20,34,24,26,
8301,20,34,24,26,36,97,205,369,
8302,36,97,205,369,822,411,65,75,
8303,822,411,65,75,70,120,287,103,
8304,40,49,44,38,53,51,227,84,
8305,53,51,227,84,152,97,45,42,
8306,152,97,45,42,49,39,52,51,
8307,49,39,52,51,49,60,48,58,
8308,49,60,48,58,88,208,619,486,
8309,88,208,619,486,165,61,51,49,
8310,165,61,51,49,55,39,49,50,
8311,55,39,49,50,41,53,41,46,
8312,41,53,41,46,73,74,84,85,
8313,73,74,84,85,75,231,123,79,
8314,75,231,123,79,62,55,72,95,
8315,62,55,72,95,91,137,333,103,
8316,27,33,18,29,26,22,32,19,
8317,26,22,32,19,30,24,24,30,
8318,30,24,24,30,19,33,21,27,
8319,19,33,21,27,27,21,33,19,
8320,27,21,33,19,29,24,24,30,
8321,29,24,24,30,19,33,20,28,
8322,19,33,20,28,26,22,33,70,
8323,26,22,33,70,40,36,39,54,
8324,40,36,39,54,52,188,41,44,
8325,52,188,41,44,45,25,33,24,
8326,45,25,33,24,25,41,26,170,
8327,25,41,26,170,108,51,91,63,
8328,30,58,42,61,131,78,67,47,
8329,131,78,67,47,61,52,45,58,
8330,61,52,45,58,48,52,55,49,
8331,48,52,55,49,61,200,51,50,
8332,61,200,51,50,44,59,42,53,
8333,44,59,42,53,47,272,170,40,
8334,47,272,170,40,50,50,46,55,
8335,50,50,46,55,39,53,45,42,
8336,39,53,45,42,49,38,52,41,
8337,49,38,52,41,42,46,37,52,
8338,42,46,37,52,39,45,43,39,
8339,39,45,43,39,51,35,59,60,
8340,54,45,38,71,64,61,69,56,
8341,64,61,69,56,68,66,58,64,
8342,68,66,58,64,42,59,55,48,
8343,42,59,55,48,59,42,47,170,
8344,59,42,47,170,36,45,43,37,
8345,36,45,43,37,49,36,44,43,
8346,49,36,44,43,37,49,34,46,
8347,37,49,34,46,40,42,60,70,
8348,40,42,60,70,76,68,63,73,
8349,76,68,63,73,61,74,79,92,
8350,61,74,79,92,98,375,268,286,
8351,98,375,268,286,66,56,82,91,
8352,28,29,21,34,20,30,26,26,
8353,20,30,26,26,34,22,34,24,
8354,34,22,34,24,25,30,20,35,
8355,25,30,20,35,25,29,31,22,
8356,25,29,31,22,36,23,30,28,
8357,36,23,30,28,23,33,20,52,
8358,23,33,20,52,45,52,60,43,
8359,45,52,60,43,60,44,43,47,
8360,60,44,43,47,37,51,37,45,
8361,37,51,37,45,44,38,49,35,
8362,44,38,49,35,48,40,41,45,
8363,48,40,41,45,35,50,92,231,
8364,31,39,27,27,32,22,35,22,
8365,32,22,35,22,28,29,24,35,
8366,28,29,24,35,22,33,26,27,
8367,22,33,26,27,32,45,56,62,
8368,32,45,56,62,70,121,210,72,
8369,70,121,210,72,73,117,66,102,
8370,73,117,66,102,48,239,49,53,
8371,48,239,49,53,65,57,68,64,
8372,65,57,68,64,49,55,41,48,
8373,49,55,41,48,48,44,67,115,
8374,48,44,67,115,182,306,129,64,
8375,182,306,129,64,62,51,76,76,
8376,33,20,34,27,353,234,54,25,
8377,353,234,54,25,51,20,30,103,
8378,51,20,30,103,410,258,27,34,
8379,410,258,27,34,34,27,39,27,
8380,34,27,39,27,70,30,24,36,
8381,70,30,24,36,20,30,27,22,
8382,20,30,27,22,34,19,31,25,
8383,34,19,31,25,25,31,21,35,
8384,25,31,21,35,24,27,32,21,
8385,24,27,32,21,37,21,31,28,
8386,37,21,31,28,24,33,21,31,
8387,24,33,21,31,25,45,180,44,
8388,38,24,29,28,23,40,28,142,
8389,23,40,28,142,148,70,40,57,
8390,148,70,40,57,302,52,115,357,
8391,302,52,115,357,326,210,195,205,
8392,326,210,195,205,301,314,674,347,
8393,301,314,674,347,47,40,39,69,
8394,47,40,39,69,44,60,111,82,
8395,44,60,111,82,92,79,86,93,
8396,92,79,86,93,72,82,169,75,
8397,72,82,169,75,79,67,78,99,
8398,79,67,78,99,117,92,118,222,
8399,117,92,118,222,540,423,64,57,
8400,34,24,23,32,19,31,24,28,
8401,19,31,24,28,34,42,69,70,
8402,34,42,69,70,62,66,20,29,
8403,62,66,20,29,29,24,35,21,
8404,29,24,35,21,33,26,27,31,
8405,33,26,27,31,21,34,28,29,
8406,21,34,28,29,98,110,60,32,
8407,98,110,60,32,121,35,22,39,
8408,121,35,22,39,35,202,50,50,
8409,35,202,50,50,160,99,57,65,
8410,160,99,57,65,181,449,135,32,
8411,181,449,135,32,55,50,54,70,
8412,59,45,22,37,32,23,39,29,
8413,32,23,39,29,31,35,25,38,
8414,31,35,25,38,29,30,34,24,
8415,29,30,34,24,38,24,30,31,
8416,38,24,30,31,24,36,81,37,
8417,24,36,81,37,29,26,36,22,
8418,29,26,36,22,33,27,96,42,
8419,33,27,96,42,29,133,390,388,
8420,29,133,390,388,57,43,49,54,
8421,57,43,49,54,47,56,343,475,
8422,47,56,343,475,117,39,53,37,
8423,117,39,53,37,44,41,70,125,
8424,38,26,40,28,30,31,23,36,
8425,30,31,23,36,23,29,27,26,
8426,23,29,27,26,33,21,32,26,
8427,33,21,32,26,28,182,84,39,
8428,28,182,84,39,113,292,71,180,
8429,113,292,71,180,166,21,36,26,
8430,166,21,36,26,28,53,53,35,
8431,28,53,53,35,21,28,54,69,
8432,21,28,54,69,73,46,59,50,
8433,73,46,59,50,52,58,50,60,
8434,52,58,50,60,56,69,65,81,
8435,56,69,65,81,339,159,48,72,
8436,31,22,34,25,29,30,24,33,
8437,29,30,24,33,20,31,27,31,
8438,20,31,27,31,88,67,47,24,
8439,88,67,47,24,31,31,19,33,
8440,31,31,19,33,23,25,29,20,
8441,23,25,29,20,49,157,219,31,
8442,49,157,219,31,19,33,38,55,
8443,19,33,38,55,41,32,36,33,
8444,41,32,36,33,40,42,32,44,
8445,40,42,32,44,35,38,42,39,
8446,35,38,42,39,363,320,469,160,
8447,363,320,469,160,36,105,102,235,
8448,45,57,235,59,69,73,56,39,
8449,69,73,56,39,48,43,42,48,
8450,48,43,42,48,37,35,24,30,
8451,37,35,24,30,29,25,34,24,
8452,29,25,34,24,36,85,276,167,
8453,36,85,276,167,57,31,24,36,
8454,57,31,24,36,22,32,30,43,
8455,22,32,30,43,75,87,180,62,
8456,75,87,180,62,54,61,49,55,
8457,54,61,49,55,58,48,339,750,
8458,58,48,339,750,333,90,43,237,
8459,333,90,43,237,64,53,57,43,
8460,35,25,29,32,247,52,81,109,
8461,247,52,81,109,37,22,31,30,
8462,37,22,31,30,24,36,23,30,
8463,24,36,23,30,31,32,218,40,
8464,31,32,218,40,34,39,38,342,
8465,34,39,38,342,327,326,138,66,
8466,327,326,138,66,188,418,176,41,
8467,188,418,176,41,48,34,46,41,
8468,48,34,46,41,42,390,38,46,
8469,42,390,38,46,48,39,50,34,
8470,48,39,50,34,51,31,46,38,
8471,51,31,46,38,151,140,87,40,
8472,25,35,21,30,30,216,112,168,
8473,30,216,112,168,133,72,22,30,
8474,133,72,22,30,36,24,211,37,
8475,36,24,211,37,20,31,30,50,
8476,20,31,30,50,54,34,34,39,
8477,54,34,34,39,27,42,279,123,
8478,27,42,279,123,274,208,48,47,
8479,274,208,48,47,75,89,72,45,
8480,75,89,72,45,22,37,28,28,
8481,22,37,28,28,37,23,33,32,
8482,37,23,33,32,24,37,25,31,
8483,24,37,25,31,32,22,39,34,
8484,31,21,34,24,27,32,19,34,
8485,27,32,19,34,23,27,30,20,
8486,23,27,30,20,34,22,27,30,
8487,34,22,27,30,20,35,21,28,
8488,20,35,21,28,29,20,121,22,
8489,29,20,121,22,28,29,21,34,
8490,28,29,21,34,20,29,27,23,
8491,20,29,27,23,209,29,45,49,
8492,209,29,45,49,37,51,41,49,
8493,37,51,41,49,56,83,203,228,
8494,56,83,203,228,263,269,54,134,
8495,263,269,54,134,97,255,61,48,
8496,31,35,31,131,109,28,33,34,
8497,109,28,33,34,26,37,26,38,
8498,26,37,26,38,30,24,35,22,
8499,30,24,35,22,30,29,24,36,
8500,30,29,24,36,21,41,39,35,
8501,21,41,39,35,407,447,292,342,
8502,407,447,292,342,72,23,40,35,
8503,72,23,40,35,42,54,63,119,
8504,42,54,63,119,78,238,53,45,
8505,78,238,53,45,68,262,324,76,
8506,68,262,324,76,45,263,82,44,
8507,45,263,82,44,58,76,46,58,
8508,42,34,25,35,22,29,30,21,
8509,22,29,30,21,34,22,28,30,
8510,34,22,28,30,21,34,22,28,
8511,21,34,22,28,103,41,34,21,
8512,103,41,34,21,30,30,26,40,
8513,30,30,26,40,28,38,203,206,
8514,28,38,203,206,42,26,38,43,
8515,42,26,38,43,47,51,41,58,
8516,47,51,41,58,81,212,277,439,
8517,81,212,277,439,649,553,175,115,
8518,649,553,175,115,130,49,64,49,
8519,130,49,64,49,111,175,45,65,
8520,33,25,36,22,29,29,21,34,
8521,29,29,21,34,22,29,27,23,
8522,22,29,27,23,34,20,30,26,
8523,34,20,30,26,24,33,20,32,
8524,24,33,20,32,24,26,31,20,
8525,24,26,31,20,33,23,27,110,
8526,33,23,27,110,36,218,109,56,
8527,36,218,109,56,49,34,59,43,
8528,49,34,59,43,32,46,36,40,
8529,32,46,36,40,294,329,570,128,
8530,294,329,570,128,229,46,68,47,
8531,229,46,68,47,61,50,58,57,
8532,36,21,29,29,20,34,22,28,
8533,20,34,22,28,28,21,34,21,
8534,28,21,34,21,29,27,22,35,
8535,29,27,22,35,21,32,30,27,
8536,21,32,30,27,136,285,274,110,
8537,136,285,274,110,34,41,22,28,
8538,34,41,22,28,51,27,47,170,
8539,51,27,47,170,42,47,36,59,
8540,42,47,36,59,41,42,49,163,
8541,41,42,49,163,54,43,44,52,
8542,54,43,44,52,60,98,358,189,
8543,60,98,358,189,102,72,250,41,
8544,26,35,22,235,30,40,209,34,
8545,30,40,209,34,21,71,215,32,
8546,21,71,215,32,59,102,53,48,
8547,59,102,53,48,22,33,31,24,
8548,22,33,31,24,36,33,37,42,
8549,36,33,37,42,211,39,29,23,
8550,211,39,29,23,35,21,30,29,
8551,35,21,30,29,22,35,23,29,
8552,22,35,23,29,33,24,38,24,
8553,33,24,38,24,32,31,24,38,
8554,32,31,24,38,25,30,32,24,
8555,25,30,32,24,36,24,31,34,
8556,24,38,26,32,32,25,68,215,
8557,32,25,68,215,38,104,231,66,
8558,38,104,231,66,45,30,223,31,
8559,45,30,223,31,35,42,26,39,
8560,35,42,26,39,43,194,38,24,
8561,43,194,38,24,29,118,147,225,
8562,29,118,147,225,373,384,56,31,
8563,373,384,56,31,39,107,608,380,
8564,39,107,608,380,71,84,88,69,
8565,71,84,88,69,80,74,110,86,
8566,80,74,110,86,56,74,74,62,
8567,56,74,74,62,78,65,70,65,
8568,27,37,29,28,36,23,36,27,
8569,36,23,36,27,30,34,24,37,
8570,30,34,24,37,25,32,31,25,
8571,25,32,31,25,37,23,35,27,
8572,37,23,35,27,162,33,32,40,
8573,162,33,32,40,104,50,42,23,
8574,104,50,42,23,36,29,23,36,
8575,36,29,23,36,23,49,157,38,
8576,23,49,157,38,54,242,53,70,
8577,54,242,53,70,99,136,109,53,
8578,99,136,109,53,48,72,391,277,
8579,48,72,391,277,49,47,60,54,
8580,39,28,27,34,22,34,26,27,
8581,22,34,26,27,33,22,34,26,
8582,33,22,34,26,27,33,21,35,
8583,27,33,21,35,26,28,32,21,
8584,26,28,32,21,36,23,29,30,
8585,36,23,29,30,23,35,55,139,
8586,23,35,55,139,42,27,34,36,
8587,42,27,34,36,27,41,37,47,
8588,27,41,37,47,102,114,100,72,
8589,102,114,100,72,76,64,93,187,
8590,76,64,93,187,422,364,122,46,
8591,422,364,122,46,155,90,68,77,
8592,37,25,39,29,28,33,21,34,
8593,28,33,21,34,26,27,34,22,
8594,26,27,34,22,37,26,31,30,
8595,37,26,31,30,23,35,22,31,
8596,23,35,22,31,28,25,34,20,
8597,28,25,34,20,35,28,23,126,
8598,35,28,23,126,26,33,34,26,
8599,26,33,34,26,41,37,57,59,
8600,41,37,57,59,53,64,75,67,
8601,53,64,75,67,66,190,115,132,
8602,66,190,115,132,200,64,64,72,
8603,200,64,64,72,65,76,65,65,
8604,36,29,40,23,35,30,28,36,
8605,35,30,28,36,23,37,27,31,
8606,23,37,27,31,33,23,36,21,
8607,33,23,36,21,32,27,26,33,
8608,32,27,26,33,21,35,24,31,
8609,21,35,24,31,29,221,49,21,
8610,29,221,49,21,226,40,27,32,
8611,226,40,27,32,22,163,27,50,
8612,22,163,27,50,179,209,88,76,
8613,179,209,88,76,55,55,63,68,
8614,55,55,63,68,56,71,317,226,
8615,56,71,317,226,121,484,60,101,
8616,29,29,34,25,40,28,33,33,
8617,40,28,33,33,26,35,21,33,
8618,26,35,21,33,27,27,116,463,
8619,27,27,116,463,87,36,41,37,
8620,87,36,41,37,34,43,26,34,
8621,34,43,26,34,26,28,31,24,
8622,26,28,31,24,42,208,60,45,
8623,42,208,60,45,70,115,367,116,
8624,70,115,367,116,115,57,62,58,
8625,115,57,62,58,62,70,57,58,
8626,62,70,57,58,65,49,61,214,
8627,65,49,61,214,292,118,261,115,
8628,40,28,31,36,25,172,104,66,
8629,25,172,104,66,50,54,50,52,
8630,50,54,50,52,90,70,54,51,
8631,90,70,54,51,25,38,36,35,
8632,25,38,36,35,41,26,37,39,
8633,41,26,37,39,26,39,37,32,
8634,26,39,37,32,832,547,230,52,
8635,832,547,230,52,57,106,86,113,
8636,57,106,86,113,297,269,255,218,
8637,297,269,255,218,154,117,211,295,
8638,154,117,211,295,601,543,480,240,
8639,601,543,480,240,87,90,81,91,
