,Bericht:,Strom,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,von,01.01.2020 00:00,,,,,,,,,,,,,,,,,,,,
1,bis,01.01.2021 00:00,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,P4_H8_EDA,P1_H8_EDA,Z1_Bad_H8_EDA,Z1_RLT_H8_EDA,Z1_TWW_H8_EDA,Z_EV_H8_EDA,Z_H8_EDA,Z_EA_H8_EDA,,
3,Jahr,Monat,KW,Wo-Tag,Tag,,Uhrzeit,Stunden,Minuten,Startzeit,Endezeit,,h,h,Wh,Wh,Wh,Wh,Wh,Wh,,
4,,,,,,,,,,"43.831,00","44.197,00", Summe ,"2.168,44","860,18","2.589,00","71.069,00","1.342.913,00","3.480.987,00","5.063.331,00", -     , -     , -     
5,2020,1,1,Mittwoch,1,Mi 01.01.20,00:00,0,1,01.01.2020 00:00,01.01.2020 00:15,,"0,06",0,0,1,128,49,184,,,
6,2020,1,1,Mittwoch,1,Mi 01.01.20,00:15,0,1,01.01.2020 00:15,01.01.2020 00:30,,"0,06",0,0,1,134,44,184,,,
7,2020,1,1,Mittwoch,1,Mi 01.01.20,00:30,0,1,01.01.2020 00:30,01.01.2020 00:45,,"0,07",0,0,1,52,54,112,,,
8,2020,1,1,Mittwoch,1,Mi 01.01.20,00:45,0,1,01.01.2020 00:45,01.01.2020 01:00,,"0,06",0,0,1,6,54,65,,,
9,2020,1,1,Mittwoch,1,Mi 01.01.20,01:00,1,1,01.01.2020 01:00,01.01.2020 01:15,,"0,06",0,0,1,5,47,58,,,
10,2020,1,1,Mittwoch,1,Mi 01.01.20,01:15,1,1,01.01.2020 01:15,01.01.2020 01:30,,"0,06",0,0,0,6,55,66,,,
11,2020,1,1,Mittwoch,1,Mi 01.01.20,01:30,1,1,01.01.2020 01:30,01.01.2020 01:45,,"0,07",0,0,1,6,66,78,,,
12,2020,1,1,Mittwoch,1,Mi 01.01.20,01:45,1,1,01.01.2020 01:45,01.01.2020 02:00,,"0,06",0,0,1,5,154,165,,,
13,2020,1,1,Mittwoch,1,Mi 01.01.20,02:00,2,1,01.01.2020 02:00,01.01.2020 02:15,,"0,06",0,0,1,6,54,66,,,
14,2020,1,1,Mittwoch,1,Mi 01.01.20,02:15,2,1,01.01.2020 02:15,01.01.2020 02:30,,"0,06",0,0,1,6,68,79,,,
